arquivo,classe_binaria,codec,ataque
LA_E_1033069,1,ulaw,A09
LA_E_1033255,1,none,A08
LA_E_1033444,1,gsm,A09
LA_E_1033448,1,pstn,A09
LA_E_1033756,1,alaw,A13
LA_E_1034016,1,g722,A11
LA_E_1034241,1,gsm,A15
LA_E_1034623,1,gsm,A10
LA_E_1034688,1,g722,A08
LA_E_1035111,1,g722,A14
LA_E_1035122,1,g722,A13
LA_E_1035340,1,opus,A19
LA_E_1035372,1,none,A11
LA_E_1035671,1,alaw,A16
LA_E_1036080,1,none,A14
LA_E_1036505,1,ulaw,A07
LA_E_1036605,1,g722,A17
LA_E_1036713,1,none,A10
LA_E_1036753,1,gsm,A11
LA_E_1036830,1,none,A08
LA_E_1036899,0,opus,bonafide
LA_E_1036988,1,none,A07
LA_E_1037056,1,alaw,A12
LA_E_1037069,1,none,A13
LA_E_1037364,1,gsm,A16
LA_E_1037492,1,g722,A19
LA_E_1038175,1,alaw,A08
LA_E_1038483,1,gsm,A19
LA_E_1038687,1,opus,A10
LA_E_1038754,1,pstn,A08
LA_E_1038882,1,g722,A09
LA_E_1039594,1,gsm,A07
LA_E_1039684,1,opus,A19
LA_E_1039928,1,ulaw,A11
LA_E_1039970,1,alaw,A19
LA_E_1040028,1,none,A07
LA_E_1040053,1,ulaw,A10
LA_E_1040070,1,opus,A16
LA_E_1041334,1,pstn,A11
LA_E_1041375,0,opus,bonafide
LA_E_1041460,1,ulaw,A19
LA_E_1041645,1,g722,A15
LA_E_1041846,1,pstn,A07
LA_E_1041859,1,alaw,A13
LA_E_1041875,1,opus,A11
LA_E_1042266,1,pstn,A19
LA_E_1042403,1,g722,A12
LA_E_1042407,1,none,A16
LA_E_1042542,0,gsm,bonafide
LA_E_1042584,1,gsm,A18
LA_E_1042805,0,opus,bonafide
LA_E_1042815,1,gsm,A16
LA_E_1043329,1,ulaw,A15
LA_E_1043528,1,opus,A09
LA_E_1043634,1,none,A07
LA_E_1043803,1,none,A15
LA_E_1044816,1,none,A13
LA_E_1044878,1,opus,A09
LA_E_1044957,1,opus,A15
LA_E_1045377,1,ulaw,A18
LA_E_1046475,1,opus,A16
LA_E_1046673,1,opus,A14
LA_E_1047155,1,ulaw,A08
LA_E_1047184,1,pstn,A10
LA_E_1047440,1,gsm,A10
LA_E_1047611,1,pstn,A15
LA_E_1047823,1,g722,A16
LA_E_1047845,1,ulaw,A15
LA_E_1048016,1,ulaw,A17
LA_E_1048222,0,ulaw,bonafide
LA_E_1048299,0,gsm,bonafide
LA_E_1048651,1,opus,A17
LA_E_1048670,1,none,A08
LA_E_1048746,1,gsm,A12
LA_E_1048762,1,alaw,A10
LA_E_1048852,1,opus,A11
LA_E_1049031,1,alaw,A18
LA_E_1049068,1,gsm,A15
LA_E_1049989,1,g722,A19
LA_E_1050298,1,pstn,A18
LA_E_1050408,1,opus,A15
LA_E_1050706,0,alaw,bonafide
LA_E_1051090,0,alaw,bonafide
LA_E_1051926,1,ulaw,A10
LA_E_1052008,1,g722,A18
LA_E_1052095,1,gsm,A11
LA_E_1052933,1,g722,A12
LA_E_1053226,1,g722,A13
LA_E_1054198,1,pstn,A15
LA_E_1054745,0,pstn,bonafide
LA_E_1054794,1,none,A08
LA_E_1055153,0,none,bonafide
LA_E_1055314,0,gsm,bonafide
LA_E_1056193,1,alaw,A11
LA_E_1056389,1,g722,A11
LA_E_1056668,1,ulaw,A16
LA_E_1057015,0,none,bonafide
LA_E_1057066,1,ulaw,A14
LA_E_1057751,1,ulaw,A10
LA_E_1057854,1,pstn,A13
LA_E_1058308,1,gsm,A19
LA_E_1058448,1,opus,A12
LA_E_1058512,1,pstn,A07
LA_E_1058696,1,ulaw,A09
LA_E_1058936,1,alaw,A14
LA_E_1058986,1,opus,A07
LA_E_1059127,0,pstn,bonafide
LA_E_1059203,1,g722,A14
LA_E_1060119,1,pstn,A14
LA_E_1060202,0,ulaw,bonafide
LA_E_1060622,1,opus,A08
LA_E_1060904,1,opus,A18
LA_E_1061092,1,alaw,A10
LA_E_1061137,1,opus,A19
LA_E_1061163,0,none,bonafide
LA_E_1061422,0,alaw,bonafide
LA_E_1061462,1,gsm,A07
LA_E_1061658,1,alaw,A07
LA_E_1062605,1,pstn,A19
LA_E_1062918,1,opus,A08
LA_E_1063599,1,none,A16
LA_E_1063694,1,opus,A11
LA_E_1064050,1,g722,A17
LA_E_1064854,1,gsm,A14
LA_E_1065554,1,none,A18
LA_E_1065665,1,none,A07
LA_E_1065764,1,opus,A18
LA_E_1065949,1,alaw,A12
LA_E_1066511,1,none,A10
LA_E_1066663,1,pstn,A12
LA_E_1066968,1,gsm,A18
LA_E_1067475,1,pstn,A18
LA_E_1067578,1,gsm,A13
LA_E_1067640,0,g722,bonafide
LA_E_1067670,1,alaw,A09
LA_E_1067929,1,g722,A15
LA_E_1068052,1,pstn,A17
LA_E_1068599,1,ulaw,A11
LA_E_1068624,0,g722,bonafide
LA_E_1069136,1,gsm,A14
LA_E_1069528,1,gsm,A09
LA_E_1069897,1,pstn,A16
LA_E_1070243,0,pstn,bonafide
LA_E_1070420,1,ulaw,A16
LA_E_1070678,1,opus,A13
LA_E_1070922,1,gsm,A09
LA_E_1070940,1,opus,A19
LA_E_1071488,0,g722,bonafide
LA_E_1072693,1,gsm,A17
LA_E_1074164,1,pstn,A11
LA_E_1074241,1,opus,A16
LA_E_1074299,0,opus,bonafide
LA_E_1075618,1,pstn,A14
LA_E_1076209,1,alaw,A16
LA_E_1077132,0,opus,bonafide
LA_E_1077691,1,ulaw,A19
LA_E_1078231,1,ulaw,A17
LA_E_1078932,1,gsm,A13
LA_E_1080674,1,g722,A10
LA_E_1080736,1,ulaw,A07
LA_E_1081134,1,gsm,A18
LA_E_1081631,1,ulaw,A17
LA_E_1082057,1,opus,A19
LA_E_1082450,1,g722,A09
LA_E_1082534,1,g722,A11
LA_E_1082594,0,pstn,bonafide
LA_E_1082627,1,pstn,A12
LA_E_1083073,1,alaw,A19
LA_E_1083188,0,pstn,bonafide
LA_E_1083863,1,alaw,A12
LA_E_1084857,1,ulaw,A13
LA_E_1084917,1,pstn,A10
LA_E_1085229,1,opus,A10
LA_E_1085679,1,gsm,A08
LA_E_1086050,1,ulaw,A08
LA_E_1086753,1,gsm,A11
LA_E_1087189,0,ulaw,bonafide
LA_E_1087549,1,alaw,A17
LA_E_1087909,1,alaw,A16
LA_E_1088594,1,ulaw,A19
LA_E_1088874,1,none,A17
LA_E_1089452,1,gsm,A11
LA_E_1089613,1,ulaw,A12
LA_E_1090086,0,opus,bonafide
LA_E_1090196,1,opus,A11
LA_E_1090669,1,gsm,A08
LA_E_1090709,1,alaw,A09
LA_E_1093469,0,pstn,bonafide
LA_E_1094830,1,opus,A13
LA_E_1094981,1,ulaw,A07
LA_E_1095282,1,ulaw,A15
LA_E_1095486,1,opus,A07
LA_E_1095647,1,ulaw,A07
LA_E_1096858,1,gsm,A10
LA_E_1096898,1,ulaw,A16
LA_E_1097142,0,ulaw,bonafide
LA_E_1098001,1,opus,A11
LA_E_1099494,0,g722,bonafide
LA_E_1099585,1,ulaw,A18
LA_E_1100242,1,opus,A13
LA_E_1100254,1,pstn,A09
LA_E_1100263,0,none,bonafide
LA_E_1100352,1,opus,A19
LA_E_1100367,0,none,bonafide
LA_E_1100487,0,ulaw,bonafide
LA_E_1102346,1,opus,A08
LA_E_1102467,1,none,A14
LA_E_1103411,1,gsm,A16
LA_E_1103442,0,g722,bonafide
LA_E_1104073,1,none,A17
LA_E_1105780,1,g722,A13
LA_E_1106224,1,gsm,A12
LA_E_1108853,1,opus,A16
LA_E_1109603,1,opus,A17
LA_E_1109956,0,gsm,bonafide
LA_E_1110187,1,opus,A16
LA_E_1110541,0,alaw,bonafide
LA_E_1111215,1,none,A17
LA_E_1111340,1,opus,A13
LA_E_1111629,1,gsm,A18
LA_E_1112200,1,g722,A13
LA_E_1112250,1,ulaw,A09
LA_E_1112523,1,pstn,A17
LA_E_1113146,1,opus,A14
LA_E_1113839,1,none,A19
LA_E_1113878,0,opus,bonafide
LA_E_1113889,1,none,A17
LA_E_1114467,1,gsm,A11
LA_E_1114503,1,alaw,A15
LA_E_1114853,1,gsm,A08
LA_E_1115891,0,g722,bonafide
LA_E_1116879,1,none,A08
LA_E_1116929,1,ulaw,A18
LA_E_1116956,1,opus,A09
LA_E_1118477,1,alaw,A08
LA_E_1119296,1,gsm,A10
LA_E_1119521,0,alaw,bonafide
LA_E_1119741,1,ulaw,A18
LA_E_1120282,1,pstn,A09
LA_E_1120409,1,pstn,A09
LA_E_1120528,1,opus,A10
LA_E_1120579,1,opus,A17
LA_E_1121683,1,opus,A10
LA_E_1122045,1,ulaw,A16
LA_E_1122175,1,none,A09
LA_E_1122778,0,alaw,bonafide
LA_E_1123044,1,pstn,A07
LA_E_1123316,1,ulaw,A16
LA_E_1123419,1,opus,A16
LA_E_1123512,1,alaw,A10
LA_E_1123606,1,pstn,A16
LA_E_1123750,0,gsm,bonafide
LA_E_1123882,1,gsm,A10
LA_E_1124300,1,gsm,A09
LA_E_1124423,1,opus,A15
LA_E_1125465,1,ulaw,A17
LA_E_1125488,1,gsm,A15
LA_E_1125541,1,pstn,A11
LA_E_1125620,0,ulaw,bonafide
LA_E_1125689,0,pstn,bonafide
LA_E_1126267,0,opus,bonafide
LA_E_1127273,1,alaw,A07
LA_E_1128100,1,gsm,A18
LA_E_1128178,1,opus,A09
LA_E_1128243,1,opus,A09
LA_E_1128509,1,none,A13
LA_E_1128581,1,alaw,A12
LA_E_1129061,0,alaw,bonafide
LA_E_1129413,1,none,A07
LA_E_1129714,1,opus,A17
LA_E_1129758,1,pstn,A17
LA_E_1130756,1,ulaw,A08
LA_E_1132169,1,gsm,A19
LA_E_1132269,1,ulaw,A13
LA_E_1132381,1,pstn,A15
LA_E_1132699,0,ulaw,bonafide
LA_E_1132705,1,pstn,A18
LA_E_1132863,1,gsm,A18
LA_E_1133070,0,gsm,bonafide
LA_E_1133071,1,ulaw,A10
LA_E_1134623,1,g722,A16
LA_E_1135136,1,gsm,A16
LA_E_1135379,1,alaw,A10
LA_E_1135749,1,none,A13
LA_E_1136512,1,opus,A14
LA_E_1136680,1,opus,A08
LA_E_1136865,1,opus,A11
LA_E_1136879,1,opus,A09
LA_E_1136918,1,pstn,A12
LA_E_1137412,0,pstn,bonafide
LA_E_1138124,1,none,A13
LA_E_1138894,1,gsm,A17
LA_E_1139009,1,ulaw,A16
LA_E_1139249,1,pstn,A08
LA_E_1139260,1,opus,A10
LA_E_1139709,1,gsm,A08
LA_E_1139991,1,gsm,A09
LA_E_1140124,0,none,bonafide
LA_E_1140477,1,opus,A15
LA_E_1140626,1,gsm,A08
LA_E_1140836,1,gsm,A09
LA_E_1141230,1,gsm,A10
LA_E_1141553,1,opus,A08
LA_E_1141589,1,alaw,A15
LA_E_1141636,1,gsm,A14
LA_E_1142013,1,alaw,A15
LA_E_1142025,1,ulaw,A13
LA_E_1142085,0,ulaw,bonafide
LA_E_1142753,1,opus,A14
LA_E_1142796,1,alaw,A11
LA_E_1143205,1,none,A14
LA_E_1143242,1,alaw,A12
LA_E_1143505,1,alaw,A18
LA_E_1143717,1,ulaw,A15
LA_E_1144460,1,none,A10
LA_E_1144869,0,alaw,bonafide
LA_E_1145024,0,gsm,bonafide
LA_E_1145489,1,ulaw,A09
LA_E_1145532,1,none,A14
LA_E_1145882,1,pstn,A14
LA_E_1145998,0,gsm,bonafide
LA_E_1146255,1,gsm,A12
LA_E_1146814,1,ulaw,A18
LA_E_1146850,1,pstn,A07
LA_E_1147324,1,none,A19
LA_E_1147437,1,pstn,A07
LA_E_1147667,0,pstn,bonafide
LA_E_1148188,1,pstn,A15
LA_E_1148264,1,none,A12
LA_E_1148285,1,gsm,A09
LA_E_1148553,1,ulaw,A17
LA_E_1149488,1,gsm,A18
LA_E_1149968,1,gsm,A16
LA_E_1150059,0,none,bonafide
LA_E_1150080,1,none,A19
LA_E_1150219,1,opus,A15
LA_E_1150331,1,pstn,A13
LA_E_1150350,1,opus,A12
LA_E_1151176,1,alaw,A13
LA_E_1151604,1,opus,A11
LA_E_1152333,1,g722,A12
LA_E_1152523,1,pstn,A09
LA_E_1152738,1,pstn,A11
LA_E_1153313,1,ulaw,A14
LA_E_1153317,1,ulaw,A17
LA_E_1154622,1,gsm,A13
LA_E_1154768,1,ulaw,A13
LA_E_1154905,1,none,A11
LA_E_1155112,1,pstn,A12
LA_E_1155910,1,ulaw,A08
LA_E_1156704,1,gsm,A07
LA_E_1156875,1,pstn,A11
LA_E_1157625,1,none,A15
LA_E_1158367,1,alaw,A13
LA_E_1159999,1,alaw,A13
LA_E_1160362,1,alaw,A14
LA_E_1160448,1,g722,A08
LA_E_1160597,1,opus,A07
LA_E_1161145,1,none,A13
LA_E_1161609,1,g722,A17
LA_E_1161612,1,ulaw,A09
LA_E_1161836,1,gsm,A16
LA_E_1162195,1,gsm,A15
LA_E_1162365,1,gsm,A17
LA_E_1162628,1,alaw,A12
LA_E_1163468,1,ulaw,A12
LA_E_1163809,1,g722,A11
LA_E_1164316,1,g722,A19
LA_E_1164329,1,none,A19
LA_E_1164446,1,opus,A07
LA_E_1164658,1,opus,A17
LA_E_1164985,1,g722,A15
LA_E_1165449,1,pstn,A16
LA_E_1165634,1,g722,A07
LA_E_1165969,0,gsm,bonafide
LA_E_1165973,1,ulaw,A19
LA_E_1166140,1,gsm,A13
LA_E_1166262,1,opus,A08
LA_E_1167011,0,ulaw,bonafide
LA_E_1167630,1,alaw,A11
LA_E_1167684,1,ulaw,A15
LA_E_1167782,1,none,A12
LA_E_1168285,0,alaw,bonafide
LA_E_1168403,1,alaw,A07
LA_E_1168492,1,alaw,A11
LA_E_1168973,1,alaw,A16
LA_E_1169388,0,pstn,bonafide
LA_E_1169537,1,gsm,A15
LA_E_1169618,1,opus,A15
LA_E_1169685,1,none,A15
LA_E_1169709,1,pstn,A19
LA_E_1169997,0,ulaw,bonafide
LA_E_1170514,1,opus,A07
LA_E_1170550,1,none,A12
LA_E_1170707,1,none,A08
LA_E_1170852,1,alaw,A18
LA_E_1170906,1,alaw,A17
LA_E_1170991,1,gsm,A11
LA_E_1171108,1,pstn,A12
LA_E_1171483,1,none,A14
LA_E_1171700,1,none,A15
LA_E_1171740,1,alaw,A08
LA_E_1172035,1,opus,A14
LA_E_1172437,0,gsm,bonafide
LA_E_1172591,1,ulaw,A10
LA_E_1173014,1,alaw,A18
LA_E_1173080,1,alaw,A10
LA_E_1173947,1,none,A07
LA_E_1174259,1,alaw,A08
LA_E_1175585,1,opus,A11
LA_E_1175668,1,pstn,A15
LA_E_1175931,1,none,A08
LA_E_1175962,1,alaw,A14
LA_E_1176343,1,gsm,A14
LA_E_1176470,1,ulaw,A11
LA_E_1176709,1,none,A07
LA_E_1176996,1,ulaw,A10
LA_E_1177037,1,pstn,A12
LA_E_1177215,1,ulaw,A17
LA_E_1177238,1,ulaw,A12
LA_E_1177266,1,none,A09
LA_E_1177410,1,ulaw,A12
LA_E_1178094,1,gsm,A14
LA_E_1178643,1,none,A09
LA_E_1178863,1,gsm,A19
LA_E_1178954,1,alaw,A17
LA_E_1179567,1,pstn,A07
LA_E_1179705,1,ulaw,A19
LA_E_1179789,1,alaw,A13
LA_E_1180049,1,pstn,A13
LA_E_1180297,0,opus,bonafide
LA_E_1180498,1,g722,A18
LA_E_1180771,1,alaw,A18
LA_E_1181315,1,pstn,A14
LA_E_1181476,1,none,A12
LA_E_1181488,1,opus,A18
LA_E_1181895,1,g722,A12
LA_E_1182717,1,opus,A12
LA_E_1182963,1,gsm,A17
LA_E_1183287,1,g722,A13
LA_E_1183458,1,pstn,A14
LA_E_1183469,1,ulaw,A19
LA_E_1183663,1,ulaw,A12
LA_E_1183781,1,gsm,A13
LA_E_1183955,1,gsm,A08
LA_E_1184194,1,g722,A11
LA_E_1184504,1,opus,A11
LA_E_1184714,0,pstn,bonafide
LA_E_1184999,0,ulaw,bonafide
LA_E_1185093,1,alaw,A07
LA_E_1185760,1,opus,A12
LA_E_1186480,1,g722,A12
LA_E_1186712,1,pstn,A10
LA_E_1187711,1,g722,A11
LA_E_1188711,1,alaw,A09
LA_E_1188809,1,none,A15
LA_E_1189134,1,g722,A09
LA_E_1189222,1,none,A09
LA_E_1189563,1,gsm,A11
LA_E_1189625,0,g722,bonafide
LA_E_1190532,1,opus,A19
LA_E_1190641,1,ulaw,A15
LA_E_1191002,1,none,A17
LA_E_1191519,1,opus,A16
LA_E_1191735,1,alaw,A15
LA_E_1191924,1,ulaw,A13
LA_E_1191989,0,alaw,bonafide
LA_E_1192160,1,gsm,A15
LA_E_1192545,1,alaw,A08
LA_E_1192654,1,ulaw,A07
LA_E_1193390,0,none,bonafide
LA_E_1193785,1,ulaw,A09
LA_E_1194241,0,alaw,bonafide
LA_E_1194952,1,g722,A07
LA_E_1195082,1,none,A17
LA_E_1195259,1,pstn,A08
LA_E_1195896,0,gsm,bonafide
LA_E_1195902,1,alaw,A16
LA_E_1196952,1,g722,A11
LA_E_1197104,0,opus,bonafide
LA_E_1197177,1,pstn,A15
LA_E_1197293,1,g722,A13
LA_E_1197529,1,none,A11
LA_E_1198908,1,gsm,A17
LA_E_1199094,1,g722,A16
LA_E_1199264,1,gsm,A19
LA_E_1199444,1,none,A11
LA_E_1200073,1,none,A16
LA_E_1200472,1,pstn,A19
LA_E_1200528,1,ulaw,A10
LA_E_1200893,0,pstn,bonafide
LA_E_1201782,1,g722,A15
LA_E_1201881,1,gsm,A11
LA_E_1202382,1,gsm,A18
LA_E_1202817,1,g722,A16
LA_E_1203075,1,pstn,A17
LA_E_1203092,1,g722,A15
LA_E_1203273,1,opus,A19
LA_E_1203406,1,alaw,A09
LA_E_1203407,1,pstn,A08
LA_E_1203689,1,pstn,A11
LA_E_1204061,1,ulaw,A13
LA_E_1204602,1,g722,A13
LA_E_1205242,1,gsm,A11
LA_E_1205865,1,alaw,A16
LA_E_1206419,1,pstn,A14
LA_E_1206849,1,opus,A19
LA_E_1207153,1,none,A18
LA_E_1208099,1,ulaw,A14
LA_E_1208174,1,alaw,A11
LA_E_1208481,1,g722,A09
LA_E_1208858,0,pstn,bonafide
LA_E_1209220,0,g722,bonafide
LA_E_1210386,1,g722,A14
LA_E_1210531,1,ulaw,A13
LA_E_1210876,1,alaw,A17
LA_E_1211061,1,alaw,A09
LA_E_1211556,0,pstn,bonafide
LA_E_1212040,1,none,A17
LA_E_1212043,1,gsm,A12
LA_E_1212555,1,alaw,A19
LA_E_1212691,1,ulaw,A08
LA_E_1212730,1,gsm,A13
LA_E_1213295,1,none,A17
LA_E_1213451,1,alaw,A14
LA_E_1214177,1,gsm,A11
LA_E_1214240,1,gsm,A07
LA_E_1214797,1,gsm,A19
LA_E_1215651,1,ulaw,A07
LA_E_1216516,0,alaw,bonafide
LA_E_1217970,1,pstn,A10
LA_E_1218395,1,alaw,A12
LA_E_1218521,1,none,A10
LA_E_1218641,1,opus,A17
LA_E_1219251,1,opus,A13
LA_E_1219973,0,opus,bonafide
LA_E_1220004,1,gsm,A18
LA_E_1220198,1,none,A17
LA_E_1220312,1,g722,A10
LA_E_1220325,1,gsm,A18
LA_E_1220418,1,gsm,A12
LA_E_1220790,1,gsm,A12
