arquivo,classe_binaria,codec,ataque
LA_E_1040109,1,ulaw,A10
LA_E_1040440,0,pstn,bonafide
LA_E_1040665,1,g722,A16
LA_E_1041035,1,g722,A09
LA_E_1041091,1,ulaw,A15
LA_E_1041202,1,alaw,A13
LA_E_1041307,0,gsm,bonafide
LA_E_1041334,1,pstn,A11
LA_E_1041375,0,opus,bonafide
LA_E_1041460,1,ulaw,A19
LA_E_1041645,1,g722,A15
LA_E_1041736,1,alaw,A14
LA_E_1041779,1,ulaw,A11
LA_E_1041846,1,pstn,A07
LA_E_1041875,1,opus,A11
LA_E_1042005,1,gsm,A13
LA_E_1042144,1,ulaw,A09
LA_E_1042266,1,pstn,A19
LA_E_1042403,1,g722,A12
LA_E_1042407,1,none,A16
LA_E_1042542,0,gsm,bonafide
LA_E_1042584,1,gsm,A18
LA_E_1042815,1,gsm,A16
LA_E_1042860,1,ulaw,A13
LA_E_1042922,1,gsm,A15
LA_E_1043329,1,ulaw,A15
LA_E_1043528,1,opus,A09
LA_E_1043634,1,none,A07
LA_E_1043665,1,opus,A13
LA_E_1044155,1,g722,A12
LA_E_1044529,1,gsm,A14
LA_E_1044612,1,none,A17
LA_E_1044694,1,ulaw,A16
LA_E_1044878,1,opus,A09
LA_E_1044957,1,opus,A15
LA_E_1045030,0,alaw,bonafide
LA_E_1045377,1,ulaw,A18
LA_E_1045414,1,gsm,A11
LA_E_1045473,1,gsm,A11
LA_E_1045773,0,opus,bonafide
LA_E_1045862,1,alaw,A11
LA_E_1046166,1,pstn,A07
LA_E_1046465,1,none,A17
LA_E_1046475,1,opus,A16
LA_E_1046673,1,opus,A14
LA_E_1046731,1,g722,A19
LA_E_1046822,1,gsm,A13
LA_E_1047123,1,opus,A13
LA_E_1047184,1,pstn,A10
LA_E_1047335,0,g722,bonafide
LA_E_1047440,1,gsm,A10
LA_E_1047611,1,pstn,A15
LA_E_1047700,1,gsm,A19
LA_E_1047775,1,pstn,A19
LA_E_1047827,1,opus,A19
LA_E_1047838,0,alaw,bonafide
LA_E_1047845,1,ulaw,A15
LA_E_1048016,1,ulaw,A17
LA_E_1048222,0,ulaw,bonafide
LA_E_1048238,0,g722,bonafide
LA_E_1048299,0,gsm,bonafide
LA_E_1048651,1,opus,A17
LA_E_1048670,1,none,A08
LA_E_1048746,1,gsm,A12
LA_E_1049068,1,gsm,A15
LA_E_1049373,1,opus,A12
LA_E_1049493,1,ulaw,A10
LA_E_1049638,1,gsm,A08
LA_E_1050298,1,pstn,A18
LA_E_1050305,0,none,bonafide
LA_E_1050351,1,gsm,A11
LA_E_1050408,1,opus,A15
LA_E_1050695,1,gsm,A11
LA_E_1051090,0,alaw,bonafide
LA_E_1051103,1,pstn,A11
LA_E_1051255,1,pstn,A18
LA_E_1051513,1,none,A08
LA_E_1051662,1,g722,A14
LA_E_1051686,1,opus,A13
LA_E_1051925,1,opus,A12
LA_E_1051926,1,ulaw,A10
LA_E_1052026,1,alaw,A07
LA_E_1052122,1,none,A16
LA_E_1052176,1,gsm,A07
LA_E_1052579,1,g722,A15
LA_E_1052644,1,ulaw,A18
LA_E_1052731,1,pstn,A15
LA_E_1052994,1,opus,A19
LA_E_1053064,1,gsm,A19
LA_E_1053854,1,ulaw,A18
LA_E_1054526,1,opus,A18
LA_E_1054918,1,gsm,A12
LA_E_1054935,1,ulaw,A15
LA_E_1055314,0,gsm,bonafide
LA_E_1055782,1,gsm,A18
LA_E_1055988,1,gsm,A07
LA_E_1056389,1,g722,A11
LA_E_1056461,1,none,A14
LA_E_1056618,1,pstn,A13
LA_E_1056668,1,ulaw,A16
LA_E_1057015,0,none,bonafide
LA_E_1057066,1,ulaw,A14
LA_E_1057072,1,none,A17
LA_E_1057751,1,ulaw,A10
LA_E_1057777,1,opus,A19
LA_E_1058223,1,gsm,A09
LA_E_1058308,1,gsm,A19
LA_E_1058448,1,opus,A12
LA_E_1058551,1,g722,A08
LA_E_1058645,1,opus,A13
LA_E_1058646,1,gsm,A16
LA_E_1058696,1,ulaw,A09
LA_E_1058898,1,opus,A16
LA_E_1058986,1,opus,A07
LA_E_1059127,0,pstn,bonafide
LA_E_1059283,0,ulaw,bonafide
LA_E_1059606,1,pstn,A10
LA_E_1059691,1,opus,A16
LA_E_1059792,1,alaw,A15
LA_E_1059855,1,ulaw,A11
LA_E_1060032,1,alaw,A17
LA_E_1060119,1,pstn,A14
LA_E_1060202,0,ulaw,bonafide
LA_E_1060622,1,opus,A08
LA_E_1060845,1,opus,A19
LA_E_1060904,1,opus,A18
LA_E_1061163,0,none,bonafide
LA_E_1061422,0,alaw,bonafide
LA_E_1061462,1,gsm,A07
LA_E_1061510,1,none,A07
LA_E_1061517,1,g722,A10
LA_E_1062013,1,pstn,A09
LA_E_1062193,1,g722,A07
LA_E_1062374,0,alaw,bonafide
LA_E_1062717,1,ulaw,A13
LA_E_1062918,1,opus,A08
LA_E_1063694,1,opus,A11
LA_E_1064381,1,alaw,A17
LA_E_1064714,1,opus,A10
LA_E_1064823,1,alaw,A17
LA_E_1064854,1,gsm,A14
LA_E_1064946,1,alaw,A15
LA_E_1065161,1,opus,A14
LA_E_1065764,1,opus,A18
LA_E_1065949,1,alaw,A12
LA_E_1066504,0,gsm,bonafide
LA_E_1066663,1,pstn,A12
LA_E_1066827,1,none,A14
LA_E_1066924,1,gsm,A10
LA_E_1066968,1,gsm,A18
LA_E_1067558,1,ulaw,A14
LA_E_1067578,1,gsm,A13
LA_E_1067670,1,alaw,A09
LA_E_1067849,1,none,A08
LA_E_1067938,1,alaw,A12
LA_E_1068108,1,alaw,A14
LA_E_1068136,1,gsm,A10
LA_E_1068308,1,pstn,A09
LA_E_1068483,1,pstn,A07
LA_E_1068599,1,ulaw,A11
LA_E_1068624,0,g722,bonafide
LA_E_1069136,1,gsm,A14
LA_E_1069142,1,ulaw,A13
LA_E_1069265,1,opus,A14
LA_E_1069385,1,ulaw,A13
LA_E_1069528,1,gsm,A09
LA_E_1069777,0,gsm,bonafide
LA_E_1069942,1,opus,A15
LA_E_1069980,1,none,A11
LA_E_1070049,1,ulaw,A18
LA_E_1070110,1,pstn,A14
LA_E_1070240,1,ulaw,A19
LA_E_1070243,0,pstn,bonafide
LA_E_1070420,1,ulaw,A16
LA_E_1070438,1,alaw,A15
LA_E_1070525,1,opus,A10
LA_E_1070922,1,gsm,A09
LA_E_1071071,0,pstn,bonafide
LA_E_1071312,1,gsm,A16
LA_E_1071488,0,g722,bonafide
LA_E_1071887,1,opus,A09
LA_E_1072138,1,opus,A16
LA_E_1072378,1,none,A11
LA_E_1072693,1,gsm,A17
LA_E_1072909,1,pstn,A09
LA_E_1073107,1,alaw,A10
LA_E_1073361,1,opus,A16
LA_E_1073519,1,alaw,A19
LA_E_1073976,1,alaw,A09
LA_E_1074261,1,none,A14
LA_E_1074481,1,opus,A15
LA_E_1074655,1,none,A13
LA_E_1075184,1,ulaw,A17
LA_E_1075324,1,opus,A07
LA_E_1075445,1,ulaw,A16
LA_E_1075882,1,none,A19
LA_E_1076130,1,opus,A17
LA_E_1076147,1,opus,A10
LA_E_1076209,1,alaw,A16
LA_E_1076229,1,pstn,A07
LA_E_1076578,1,none,A13
LA_E_1076778,1,ulaw,A19
LA_E_1076811,1,none,A09
LA_E_1076904,1,opus,A09
LA_E_1076933,1,alaw,A07
LA_E_1077691,1,ulaw,A19
LA_E_1077837,1,none,A09
LA_E_1077880,1,opus,A07
LA_E_1077974,1,ulaw,A16
LA_E_1078009,1,g722,A16
LA_E_1078231,1,ulaw,A17
LA_E_1078418,0,g722,bonafide
LA_E_1078520,1,pstn,A08
LA_E_1078576,0,alaw,bonafide
LA_E_1078594,1,g722,A11
LA_E_1078775,1,none,A09
LA_E_1078932,1,gsm,A13
LA_E_1079444,1,pstn,A07
LA_E_1080158,1,alaw,A14
LA_E_1080268,1,opus,A10
LA_E_1080279,1,none,A19
LA_E_1080373,1,none,A12
LA_E_1080510,1,alaw,A16
LA_E_1080541,1,ulaw,A09
LA_E_1080547,1,none,A08
LA_E_1080736,1,ulaw,A07
LA_E_1080783,1,gsm,A10
LA_E_1081134,1,gsm,A18
LA_E_1081192,1,pstn,A12
LA_E_1081631,1,ulaw,A17
LA_E_1082594,0,pstn,bonafide
LA_E_1082752,1,g722,A16
LA_E_1082757,0,ulaw,bonafide
LA_E_1083188,0,pstn,bonafide
LA_E_1083603,1,ulaw,A15
LA_E_1083679,1,pstn,A11
LA_E_1083739,1,pstn,A13
LA_E_1084022,1,opus,A07
LA_E_1084094,0,ulaw,bonafide
LA_E_1084148,0,none,bonafide
LA_E_1084258,1,ulaw,A14
LA_E_1084423,1,none,A13
LA_E_1084796,1,ulaw,A09
LA_E_1085583,1,gsm,A15
LA_E_1085620,1,opus,A08
LA_E_1085679,1,gsm,A08
LA_E_1086050,1,ulaw,A08
LA_E_1086149,1,pstn,A18
LA_E_1086387,1,none,A07
LA_E_1086466,1,gsm,A10
LA_E_1086655,1,pstn,A15
LA_E_1086753,1,gsm,A11
LA_E_1086902,1,opus,A17
LA_E_1086947,1,opus,A11
LA_E_1087189,0,ulaw,bonafide
LA_E_1087293,1,alaw,A07
LA_E_1087461,1,ulaw,A07
LA_E_1087506,1,none,A19
LA_E_1087936,1,ulaw,A10
LA_E_1088153,1,ulaw,A10
LA_E_1088237,1,none,A10
LA_E_1088468,1,ulaw,A16
LA_E_1088590,1,none,A08
LA_E_1088594,1,ulaw,A19
LA_E_1088990,1,gsm,A15
LA_E_1089136,1,ulaw,A18
LA_E_1089374,1,none,A11
LA_E_1089410,1,alaw,A07
LA_E_1089613,1,ulaw,A12
LA_E_1089831,1,alaw,A10
LA_E_1089978,1,ulaw,A15
LA_E_1090033,1,alaw,A10
LA_E_1090121,1,ulaw,A16
LA_E_1090196,1,opus,A11
LA_E_1090591,1,gsm,A18
LA_E_1090602,1,gsm,A16
LA_E_1090644,1,ulaw,A15
LA_E_1090652,1,opus,A14
LA_E_1090669,1,gsm,A08
LA_E_1091169,1,opus,A07
LA_E_1091260,1,pstn,A18
LA_E_1091278,1,g722,A18
LA_E_1091855,1,pstn,A15
LA_E_1092655,1,ulaw,A11
LA_E_1092763,1,ulaw,A07
LA_E_1092827,1,g722,A16
LA_E_1092881,1,pstn,A15
LA_E_1093012,1,gsm,A11
LA_E_1093190,1,alaw,A14
LA_E_1093338,1,opus,A12
LA_E_1093560,1,ulaw,A09
LA_E_1093669,1,g722,A19
LA_E_1093757,1,gsm,A19
LA_E_1093857,1,g722,A12
LA_E_1094700,1,opus,A18
LA_E_1094950,0,pstn,bonafide
LA_E_1094981,1,ulaw,A07
LA_E_1095647,1,ulaw,A07
LA_E_1096089,1,ulaw,A17
LA_E_1096194,1,alaw,A13
LA_E_1096328,1,ulaw,A17
LA_E_1096386,1,gsm,A18
LA_E_1096526,1,gsm,A09
LA_E_1096915,1,opus,A08
LA_E_1097142,0,ulaw,bonafide
LA_E_1097260,1,alaw,A08
LA_E_1097307,1,opus,A14
LA_E_1097481,0,alaw,bonafide
LA_E_1097828,1,pstn,A12
LA_E_1098001,1,opus,A11
LA_E_1098017,1,g722,A14
LA_E_1098033,1,pstn,A11
LA_E_1098161,1,none,A07
LA_E_1098521,1,alaw,A11
LA_E_1098574,1,gsm,A15
LA_E_1098580,1,g722,A14
LA_E_1098671,1,alaw,A13
LA_E_1098679,1,gsm,A07
LA_E_1098828,1,g722,A08
LA_E_1098864,1,pstn,A19
LA_E_1099494,0,g722,bonafide
LA_E_1099716,1,alaw,A12
LA_E_1100263,0,none,bonafide
LA_E_1100367,0,none,bonafide
LA_E_1100840,0,ulaw,bonafide
LA_E_1101124,1,opus,A08
LA_E_1101309,1,opus,A09
LA_E_1101369,1,pstn,A08
LA_E_1101491,1,gsm,A09
LA_E_1102035,1,opus,A08
LA_E_1102106,1,none,A07
LA_E_1102140,1,alaw,A08
LA_E_1102239,1,pstn,A19
LA_E_1102340,1,opus,A15
LA_E_1102530,1,gsm,A16
LA_E_1103044,1,pstn,A13
LA_E_1103124,1,alaw,A18
LA_E_1103333,1,g722,A18
LA_E_1103442,0,g722,bonafide
LA_E_1103579,1,g722,A15
LA_E_1103751,1,g722,A07
LA_E_1103793,1,pstn,A19
LA_E_1103894,1,g722,A18
LA_E_1104073,1,none,A17
LA_E_1105342,1,gsm,A08
LA_E_1105688,1,gsm,A08
LA_E_1105780,1,g722,A13
LA_E_1105788,1,opus,A17
LA_E_1105810,1,alaw,A08
LA_E_1105952,1,none,A10
LA_E_1106029,1,none,A10
LA_E_1106087,1,opus,A15
LA_E_1106224,1,gsm,A12
LA_E_1106413,1,none,A18
LA_E_1106629,1,alaw,A12
LA_E_1107356,1,gsm,A07
LA_E_1107638,1,none,A12
LA_E_1107788,1,ulaw,A19
LA_E_1107948,1,pstn,A13
LA_E_1108853,1,opus,A16
LA_E_1109456,1,alaw,A11
LA_E_1109565,1,g722,A13
LA_E_1109922,1,gsm,A19
LA_E_1109956,0,gsm,bonafide
LA_E_1110028,1,ulaw,A08
LA_E_1110140,1,ulaw,A09
LA_E_1110299,1,pstn,A14
LA_E_1110332,1,pstn,A14
LA_E_1110342,1,none,A16
LA_E_1110347,1,alaw,A12
LA_E_1110442,1,gsm,A13
LA_E_1110714,1,gsm,A18
LA_E_1110770,1,pstn,A18
LA_E_1110826,1,g722,A15
LA_E_1110887,1,opus,A12
LA_E_1110896,1,pstn,A11
LA_E_1111329,1,g722,A07
LA_E_1111573,1,gsm,A18
LA_E_1111631,1,none,A17
LA_E_1112023,1,gsm,A08
LA_E_1112100,1,ulaw,A17
LA_E_1112438,0,none,bonafide
LA_E_1112523,1,pstn,A17
LA_E_1112902,1,gsm,A15
LA_E_1112976,1,pstn,A12
LA_E_1113301,1,gsm,A17
LA_E_1113600,1,ulaw,A10
LA_E_1113889,1,none,A17
LA_E_1114201,0,alaw,bonafide
LA_E_1114496,1,alaw,A18
LA_E_1114765,1,gsm,A08
LA_E_1114802,1,pstn,A12
LA_E_1114805,1,opus,A11
LA_E_1115910,1,alaw,A13
LA_E_1115984,1,opus,A09
LA_E_1116014,1,g722,A17
LA_E_1116929,1,ulaw,A18
LA_E_1117155,1,g722,A17
LA_E_1117722,1,none,A16
LA_E_1117725,1,gsm,A13
LA_E_1118410,1,ulaw,A08
LA_E_1118558,1,g722,A11
LA_E_1118575,1,pstn,A14
LA_E_1118616,1,gsm,A09
LA_E_1118739,1,alaw,A11
LA_E_1118777,1,ulaw,A12
LA_E_1119516,1,gsm,A14
LA_E_1120089,1,g722,A12
LA_E_1120282,1,pstn,A09
LA_E_1120322,1,g722,A12
LA_E_1120400,0,opus,bonafide
LA_E_1120438,1,ulaw,A17
LA_E_1120529,1,gsm,A14
LA_E_1120579,1,opus,A17
LA_E_1120646,1,g722,A19
LA_E_1120860,1,gsm,A11
LA_E_1121479,1,gsm,A17
LA_E_1122030,1,g722,A08
LA_E_1122650,1,g722,A09
LA_E_1122960,1,ulaw,A10
LA_E_1123462,1,pstn,A17
LA_E_1123532,1,gsm,A19
LA_E_1123583,1,ulaw,A12
LA_E_1123606,1,pstn,A16
LA_E_1123714,1,gsm,A09
LA_E_1123743,1,opus,A11
LA_E_1123750,0,gsm,bonafide
LA_E_1124083,1,pstn,A08
LA_E_1124435,1,g722,A17
LA_E_1124451,1,alaw,A16
LA_E_1124472,1,pstn,A09
LA_E_1125254,1,ulaw,A11
LA_E_1126267,0,opus,bonafide
LA_E_1126384,1,opus,A12
LA_E_1126731,1,opus,A12
LA_E_1127015,1,g722,A09
LA_E_1127062,1,gsm,A07
LA_E_1128178,1,opus,A09
LA_E_1128206,1,alaw,A19
LA_E_1128947,1,opus,A11
LA_E_1129002,1,g722,A15
LA_E_1129029,1,none,A17
LA_E_1129058,1,gsm,A14
LA_E_1129728,1,gsm,A14
LA_E_1130010,1,none,A12
LA_E_1130454,1,g722,A11
LA_E_1130756,1,ulaw,A08
LA_E_1131130,1,alaw,A09
LA_E_1131247,1,alaw,A16
LA_E_1131523,1,none,A15
LA_E_1131615,1,alaw,A18
LA_E_1131796,1,g722,A13
LA_E_1132206,1,opus,A16
LA_E_1132269,1,ulaw,A13
LA_E_1132456,1,g722,A13
LA_E_1132478,1,opus,A11
LA_E_1133730,0,gsm,bonafide
LA_E_1135173,1,g722,A13
LA_E_1135357,1,none,A15
LA_E_1135379,1,alaw,A10
LA_E_1135698,1,gsm,A17
LA_E_1135749,1,none,A13
LA_E_1136512,1,opus,A14
LA_E_1136791,1,alaw,A19
LA_E_1137391,1,ulaw,A19
LA_E_1137437,1,gsm,A17
LA_E_1138182,1,g722,A19
LA_E_1138219,1,g722,A11
LA_E_1138278,1,alaw,A19
LA_E_1138577,1,none,A18
LA_E_1138657,1,none,A15
LA_E_1138777,1,none,A18
LA_E_1139232,1,gsm,A13
LA_E_1140022,1,ulaw,A07
LA_E_1140477,1,opus,A15
LA_E_1141169,0,opus,bonafide
LA_E_1141173,1,ulaw,A07
LA_E_1141589,1,alaw,A15
LA_E_1142283,1,gsm,A11
LA_E_1143205,1,none,A14
LA_E_1143242,1,alaw,A12
LA_E_1143717,1,ulaw,A15
LA_E_1143808,1,g722,A09
LA_E_1144069,1,opus,A14
LA_E_1144144,1,ulaw,A19
LA_E_1144166,1,alaw,A16
LA_E_1145058,1,ulaw,A13
LA_E_1145349,1,gsm,A13
LA_E_1145489,1,ulaw,A09
LA_E_1145771,1,gsm,A07
LA_E_1146255,1,gsm,A12
LA_E_1146353,0,g722,bonafide
LA_E_1146504,1,opus,A18
LA_E_1146528,1,none,A14
LA_E_1146850,1,pstn,A07
LA_E_1147324,1,none,A19
LA_E_1147409,1,alaw,A09
LA_E_1148077,1,alaw,A15
LA_E_1148188,1,pstn,A15
LA_E_1148696,1,none,A16
LA_E_1152118,1,none,A19
LA_E_1152523,1,pstn,A09
LA_E_1152738,1,pstn,A11
LA_E_1152776,1,none,A13
LA_E_1153048,1,opus,A09
LA_E_1153313,1,ulaw,A14
LA_E_1153558,1,pstn,A16
LA_E_1154238,1,ulaw,A12
LA_E_1154670,1,ulaw,A12
LA_E_1155057,1,pstn,A07
LA_E_1155112,1,pstn,A12
LA_E_1155910,1,ulaw,A08
LA_E_1157174,1,alaw,A09
LA_E_1157460,1,pstn,A10
LA_E_1157681,1,pstn,A17
LA_E_1158367,1,alaw,A13
LA_E_1159189,1,pstn,A10
LA_E_1159532,1,opus,A17
LA_E_1159904,1,gsm,A11
LA_E_1160122,1,g722,A14
LA_E_1160597,1,opus,A07
LA_E_1160939,1,gsm,A12
LA_E_1161145,1,none,A13
LA_E_1161415,1,pstn,A17
LA_E_1161660,1,ulaw,A11
LA_E_1161717,1,opus,A16
LA_E_1161959,1,ulaw,A07
LA_E_1162195,1,gsm,A15
LA_E_1162365,1,gsm,A17
LA_E_1162569,1,pstn,A17
LA_E_1163127,1,ulaw,A14
LA_E_1163229,1,ulaw,A19
LA_E_1163735,1,opus,A18
LA_E_1164027,1,ulaw,A11
LA_E_1164329,1,none,A19
LA_E_1164693,1,pstn,A10
LA_E_1165154,1,gsm,A12
LA_E_1166140,1,gsm,A13
LA_E_1166550,1,opus,A07
LA_E_1167133,1,g722,A10
LA_E_1167172,0,ulaw,bonafide
LA_E_1167630,1,alaw,A11
LA_E_1167782,1,none,A12
