arquivo,classe_binaria,codec,ataque
LA_E_1018401,1,pstn,A19
LA_E_1018837,1,none,A11
LA_E_1019007,1,none,A12
LA_E_1019069,1,ulaw,A17
LA_E_1019687,1,none,A10
LA_E_1019703,1,alaw,A15
LA_E_1020123,1,ulaw,A10
LA_E_1020135,1,g722,A18
LA_E_1020858,1,none,A18
LA_E_1020926,1,alaw,A07
LA_E_1020938,1,none,A17
LA_E_1021152,1,opus,A15
LA_E_1021406,1,gsm,A14
LA_E_1021854,1,pstn,A07
LA_E_1022676,1,pstn,A15
LA_E_1023357,1,gsm,A09
LA_E_1023753,1,alaw,A19
LA_E_1023975,1,gsm,A15
LA_E_1024446,1,gsm,A12
LA_E_1024696,1,pstn,A10
LA_E_1025667,1,g722,A19
LA_E_1025914,1,gsm,A18
LA_E_1025942,1,none,A13
LA_E_1026271,1,ulaw,A10
LA_E_1027307,1,g722,A12
LA_E_1027473,0,opus,bonafide
LA_E_1027545,1,opus,A12
LA_E_1027623,1,pstn,A14
LA_E_1028490,1,pstn,A18
LA_E_1029088,1,alaw,A13
LA_E_1029984,1,pstn,A12
LA_E_1031036,1,pstn,A11
LA_E_1032731,1,alaw,A09
LA_E_1034016,1,g722,A11
LA_E_1035671,1,alaw,A16
LA_E_1036505,1,ulaw,A07
LA_E_1036830,1,none,A08
LA_E_1037056,1,alaw,A12
LA_E_1040028,1,none,A07
LA_E_1041875,1,opus,A11
LA_E_1042805,0,opus,bonafide
LA_E_1044612,1,none,A17
LA_E_1045473,1,gsm,A11
LA_E_1047123,1,opus,A13
LA_E_1047155,1,ulaw,A08
LA_E_1048852,1,opus,A11
LA_E_1050706,0,alaw,bonafide
LA_E_1051090,0,alaw,bonafide
LA_E_1052095,1,gsm,A11
LA_E_1052994,1,opus,A19
LA_E_1053226,1,g722,A13
LA_E_1053854,1,ulaw,A18
LA_E_1054745,0,pstn,bonafide
LA_E_1055153,0,none,bonafide
LA_E_1056461,1,none,A14
LA_E_1057015,0,none,bonafide
LA_E_1057072,1,none,A17
LA_E_1058551,1,g722,A08
LA_E_1059127,0,pstn,bonafide
LA_E_1059283,0,ulaw,bonafide
LA_E_1059501,1,gsm,A11
LA_E_1059691,1,opus,A16
LA_E_1059792,1,alaw,A15
LA_E_1060032,1,alaw,A17
LA_E_1060202,0,ulaw,bonafide
LA_E_1061137,1,opus,A19
LA_E_1062013,1,pstn,A09
LA_E_1062193,1,g722,A07
LA_E_1062374,0,alaw,bonafide
LA_E_1062717,1,ulaw,A13
LA_E_1064823,1,alaw,A17
LA_E_1065215,1,opus,A19
LA_E_1066504,0,gsm,bonafide
LA_E_1067640,0,g722,bonafide
LA_E_1067849,1,none,A08
LA_E_1068052,1,pstn,A17
LA_E_1068108,1,alaw,A14
LA_E_1068136,1,gsm,A10
LA_E_1068483,1,pstn,A07
LA_E_1068624,0,g722,bonafide
LA_E_1069265,1,opus,A14
LA_E_1069897,1,pstn,A16
LA_E_1069980,1,none,A11
LA_E_1070438,1,alaw,A15
LA_E_1070525,1,opus,A10
LA_E_1070678,1,opus,A13
LA_E_1071071,0,pstn,bonafide
LA_E_1071312,1,gsm,A16
LA_E_1072909,1,pstn,A09
LA_E_1073107,1,alaw,A10
LA_E_1074241,1,opus,A16
LA_E_1074261,1,none,A14
LA_E_1074481,1,opus,A15
LA_E_1074655,1,none,A13
LA_E_1075882,1,none,A19
LA_E_1076811,1,none,A09
LA_E_1076904,1,opus,A09
LA_E_1076933,1,alaw,A07
LA_E_1077880,1,opus,A07
LA_E_1077974,1,ulaw,A16
LA_E_1078009,1,g722,A16
LA_E_1078418,0,g722,bonafide
LA_E_1078520,1,pstn,A08
LA_E_1078775,1,none,A09
LA_E_1079444,1,pstn,A07
LA_E_1080373,1,none,A12
LA_E_1082057,1,opus,A19
LA_E_1083603,1,ulaw,A15
LA_E_1083679,1,pstn,A11
LA_E_1083739,1,pstn,A13
LA_E_1084148,0,none,bonafide
LA_E_1084423,1,none,A13
LA_E_1084796,1,ulaw,A09
LA_E_1084857,1,ulaw,A13
LA_E_1085229,1,opus,A10
LA_E_1085956,1,opus,A13
LA_E_1086149,1,pstn,A18
LA_E_1086387,1,none,A07
LA_E_1086655,1,pstn,A15
LA_E_1086697,0,opus,bonafide
LA_E_1086902,1,opus,A17
LA_E_1087506,1,none,A19
LA_E_1087549,1,alaw,A17
LA_E_1088153,1,ulaw,A10
LA_E_1088237,1,none,A10
LA_E_1088590,1,none,A08
LA_E_1088874,1,none,A17
LA_E_1088990,1,gsm,A15
LA_E_1089374,1,none,A11
LA_E_1089410,1,alaw,A07
LA_E_1089452,1,gsm,A11
LA_E_1090033,1,alaw,A10
LA_E_1090086,0,opus,bonafide
LA_E_1091278,1,g722,A18
LA_E_1092827,1,g722,A16
LA_E_1092881,1,pstn,A15
LA_E_1093190,1,alaw,A14
LA_E_1093469,0,pstn,bonafide
LA_E_1093669,1,g722,A19
LA_E_1093857,1,g722,A12
LA_E_1095282,1,ulaw,A15
LA_E_1095486,1,opus,A07
LA_E_1095490,1,none,A17
LA_E_1096194,1,alaw,A13
LA_E_1096328,1,ulaw,A17
LA_E_1096386,1,gsm,A18
LA_E_1096858,1,gsm,A10
LA_E_1096898,1,ulaw,A16
LA_E_1096915,1,opus,A08
LA_E_1097260,1,alaw,A08
LA_E_1097828,1,pstn,A12
LA_E_1098017,1,g722,A14
LA_E_1098521,1,alaw,A11
LA_E_1098864,1,pstn,A19
LA_E_1099288,0,opus,bonafide
LA_E_1099374,0,opus,bonafide
LA_E_1099585,1,ulaw,A18
LA_E_1099716,1,alaw,A12
LA_E_1099871,1,ulaw,A15
LA_E_1100242,1,opus,A13
LA_E_1100254,1,pstn,A09
LA_E_1100487,0,ulaw,bonafide
LA_E_1101083,1,opus,A16
LA_E_1101491,1,gsm,A09
LA_E_1101595,1,ulaw,A16
LA_E_1102106,1,none,A07
LA_E_1102346,1,opus,A08
LA_E_1102467,1,none,A14
LA_E_1103124,1,alaw,A18
LA_E_1103293,1,ulaw,A18
LA_E_1103411,1,gsm,A16
LA_E_1103579,1,g722,A15
LA_E_1103793,1,pstn,A19
LA_E_1103894,1,g722,A18
LA_E_1104073,1,none,A17
LA_E_1105688,1,gsm,A08
LA_E_1105810,1,alaw,A08
LA_E_1106029,1,none,A10
LA_E_1106413,1,none,A18
LA_E_1107356,1,gsm,A07
LA_E_1107948,1,pstn,A13
LA_E_1109603,1,opus,A17
LA_E_1109922,1,gsm,A19
LA_E_1110187,1,opus,A16
LA_E_1110299,1,pstn,A14
LA_E_1110342,1,none,A16
LA_E_1110347,1,alaw,A12
LA_E_1110541,0,alaw,bonafide
LA_E_1110770,1,pstn,A18
LA_E_1110887,1,opus,A12
LA_E_1110896,1,pstn,A11
LA_E_1111149,1,none,A14
LA_E_1111329,1,g722,A07
LA_E_1111352,0,none,bonafide
LA_E_1111629,1,gsm,A18
LA_E_1111631,1,none,A17
LA_E_1112250,1,ulaw,A09
LA_E_1112486,1,opus,A10
LA_E_1112785,0,opus,bonafide
LA_E_1113146,1,opus,A14
LA_E_1113151,1,opus,A17
LA_E_1113839,1,none,A19
LA_E_1113878,0,opus,bonafide
LA_E_1114007,1,pstn,A09
LA_E_1114046,1,opus,A08
LA_E_1114503,1,alaw,A15
LA_E_1114802,1,pstn,A12
LA_E_1114853,1,gsm,A08
LA_E_1115622,1,gsm,A10
LA_E_1115891,0,g722,bonafide
LA_E_1115910,1,alaw,A13
LA_E_1116014,1,g722,A17
LA_E_1116531,1,gsm,A11
LA_E_1116879,1,none,A08
LA_E_1116956,1,opus,A09
LA_E_1117058,1,alaw,A15
LA_E_1117725,1,gsm,A13
LA_E_1118477,1,alaw,A08
LA_E_1118558,1,g722,A11
LA_E_1118575,1,pstn,A14
LA_E_1118739,1,alaw,A11
LA_E_1118926,1,none,A17
LA_E_1119741,1,ulaw,A18
LA_E_1120232,1,gsm,A08
LA_E_1120282,1,pstn,A09
LA_E_1120322,1,g722,A12
LA_E_1120529,1,gsm,A14
LA_E_1120879,1,ulaw,A13
LA_E_1121479,1,gsm,A17
LA_E_1121683,1,opus,A10
LA_E_1122030,1,g722,A08
LA_E_1122175,1,none,A09
LA_E_1122280,1,gsm,A18
LA_E_1122650,1,g722,A09
LA_E_1123044,1,pstn,A07
LA_E_1123252,1,opus,A09
LA_E_1123316,1,ulaw,A16
LA_E_1123478,1,none,A19
LA_E_1123512,1,alaw,A10
LA_E_1123583,1,ulaw,A12
LA_E_1123743,1,opus,A11
LA_E_1123882,1,gsm,A10
LA_E_1124083,1,pstn,A08
LA_E_1124300,1,gsm,A09
LA_E_1124423,1,opus,A15
LA_E_1124435,1,g722,A17
LA_E_1124451,1,alaw,A16
LA_E_1124472,1,pstn,A09
LA_E_1124576,1,gsm,A16
LA_E_1125254,1,ulaw,A11
LA_E_1125465,1,ulaw,A17
LA_E_1125488,1,gsm,A15
LA_E_1125541,1,pstn,A11
LA_E_1127250,1,alaw,A10
LA_E_1127273,1,alaw,A07
LA_E_1128206,1,alaw,A19
LA_E_1128243,1,opus,A09
LA_E_1128509,1,none,A13
LA_E_1128581,1,alaw,A12
LA_E_1129002,1,g722,A15
LA_E_1129061,0,alaw,bonafide
LA_E_1129413,1,none,A07
LA_E_1129714,1,opus,A17
LA_E_1130010,1,none,A12
LA_E_1130479,1,gsm,A09
LA_E_1130510,1,alaw,A08
LA_E_1130917,1,opus,A14
LA_E_1131130,1,alaw,A09
LA_E_1131523,1,none,A15
LA_E_1131615,1,alaw,A18
LA_E_1131796,1,g722,A13
LA_E_1132169,1,gsm,A19
LA_E_1132381,1,pstn,A15
LA_E_1132705,1,pstn,A18
LA_E_1132863,1,gsm,A18
LA_E_1133070,0,gsm,bonafide
LA_E_1133071,1,ulaw,A10
LA_E_1133268,1,alaw,A07
LA_E_1133508,1,pstn,A07
LA_E_1134583,1,none,A13
LA_E_1134623,1,g722,A16
LA_E_1135173,1,g722,A13
LA_E_1135379,1,alaw,A10
LA_E_1135611,1,opus,A15
LA_E_1135749,1,none,A13
LA_E_1136738,1,alaw,A12
LA_E_1136865,1,opus,A11
LA_E_1136918,1,pstn,A12
LA_E_1137391,1,ulaw,A19
LA_E_1137780,1,pstn,A15
LA_E_1138124,1,none,A13
LA_E_1138182,1,g722,A19
LA_E_1138219,1,g722,A11
LA_E_1138278,1,alaw,A19
LA_E_1138657,1,none,A15
LA_E_1138777,1,none,A18
LA_E_1138894,1,gsm,A17
LA_E_1138931,1,ulaw,A09
LA_E_1139249,1,pstn,A08
LA_E_1139579,1,none,A09
LA_E_1139811,0,alaw,bonafide
LA_E_1140626,1,gsm,A08
LA_E_1140734,1,opus,A11
LA_E_1140836,1,gsm,A09
LA_E_1140920,0,alaw,bonafide
LA_E_1141169,0,opus,bonafide
LA_E_1141173,1,ulaw,A07
LA_E_1141391,1,none,A08
LA_E_1141456,0,ulaw,bonafide
LA_E_1141553,1,opus,A08
LA_E_1141589,1,alaw,A15
LA_E_1141636,1,gsm,A14
LA_E_1142025,1,ulaw,A13
LA_E_1142085,0,ulaw,bonafide
LA_E_1142272,1,opus,A07
LA_E_1142283,1,gsm,A11
LA_E_1142753,1,opus,A14
LA_E_1142796,1,alaw,A11
LA_E_1142988,1,ulaw,A17
LA_E_1143205,1,none,A14
LA_E_1143242,1,alaw,A12
LA_E_1143505,1,alaw,A18
LA_E_1143731,1,gsm,A15
LA_E_1143808,1,g722,A09
LA_E_1144166,1,alaw,A16
LA_E_1144460,1,none,A10
LA_E_1144869,0,alaw,bonafide
LA_E_1145882,1,pstn,A14
LA_E_1146504,1,opus,A18
LA_E_1146528,1,none,A14
LA_E_1146850,1,pstn,A07
LA_E_1147324,1,none,A19
LA_E_1147667,0,pstn,bonafide
LA_E_1147847,1,none,A07
LA_E_1148077,1,alaw,A15
LA_E_1148188,1,pstn,A15
LA_E_1148264,1,none,A12
LA_E_1148696,1,none,A16
LA_E_1149474,1,ulaw,A10
LA_E_1149968,1,gsm,A16
LA_E_1150219,1,opus,A15
LA_E_1150331,1,pstn,A13
LA_E_1150350,1,opus,A12
LA_E_1150669,1,pstn,A11
LA_E_1150964,1,gsm,A17
LA_E_1151176,1,alaw,A13
LA_E_1151688,1,pstn,A12
LA_E_1152118,1,none,A19
LA_E_1152333,1,g722,A12
LA_E_1152738,1,pstn,A11
LA_E_1152807,1,alaw,A17
LA_E_1152965,0,opus,bonafide
LA_E_1153317,1,ulaw,A17
LA_E_1153465,1,pstn,A09
LA_E_1153492,1,alaw,A18
LA_E_1154055,0,ulaw,bonafide
LA_E_1154205,0,pstn,bonafide
LA_E_1154622,1,gsm,A13
LA_E_1154814,1,alaw,A13
LA_E_1154905,1,none,A11
LA_E_1155057,1,pstn,A07
LA_E_1155112,1,pstn,A12
LA_E_1155449,1,gsm,A14
LA_E_1155963,1,gsm,A19
LA_E_1156611,1,opus,A12
LA_E_1156704,1,gsm,A07
LA_E_1157174,1,alaw,A09
LA_E_1157460,1,pstn,A10
LA_E_1157625,1,none,A15
LA_E_1157681,1,pstn,A17
LA_E_1158050,0,ulaw,bonafide
LA_E_1158367,1,alaw,A13
LA_E_1159308,1,gsm,A13
LA_E_1159669,1,alaw,A11
LA_E_1159999,1,alaw,A13
LA_E_1160070,1,none,A15
LA_E_1160122,1,g722,A14
LA_E_1160362,1,alaw,A14
LA_E_1160448,1,g722,A08
LA_E_1161054,1,pstn,A13
LA_E_1161609,1,g722,A17
LA_E_1161612,1,ulaw,A09
LA_E_1161717,1,opus,A16
LA_E_1162234,1,ulaw,A13
LA_E_1162569,1,pstn,A17
LA_E_1162852,0,pstn,bonafide
LA_E_1163041,1,none,A12
LA_E_1163468,1,ulaw,A12
LA_E_1163809,1,g722,A11
LA_E_1164316,1,g722,A19
LA_E_1164446,1,opus,A07
LA_E_1164498,0,ulaw,bonafide
LA_E_1164659,0,gsm,bonafide
LA_E_1164693,1,pstn,A10
LA_E_1164985,1,g722,A15
LA_E_1165089,1,ulaw,A18
LA_E_1165154,1,gsm,A12
LA_E_1165214,1,gsm,A18
LA_E_1165461,1,pstn,A08
LA_E_1165634,1,g722,A07
LA_E_1165969,0,gsm,bonafide
LA_E_1165973,1,ulaw,A19
LA_E_1166203,1,alaw,A14
LA_E_1167011,0,ulaw,bonafide
LA_E_1167133,1,g722,A10
LA_E_1167398,1,pstn,A14
LA_E_1167438,0,gsm,bonafide
LA_E_1167630,1,alaw,A11
LA_E_1167684,1,ulaw,A15
LA_E_1167782,1,none,A12
LA_E_1167849,1,ulaw,A12
LA_E_1168403,1,alaw,A07
LA_E_1168817,1,gsm,A09
LA_E_1168973,1,alaw,A16
LA_E_1169388,0,pstn,bonafide
LA_E_1169537,1,gsm,A15
LA_E_1169685,1,none,A15
LA_E_1169709,1,pstn,A19
LA_E_1169785,0,gsm,bonafide
LA_E_1170707,1,none,A08
LA_E_1170852,1,alaw,A18
LA_E_1170906,1,alaw,A17
LA_E_1171139,1,g722,A12
LA_E_1171700,1,none,A15
LA_E_1171703,0,gsm,bonafide
LA_E_1171740,1,alaw,A08
LA_E_1171861,1,pstn,A12
LA_E_1172254,1,g722,A07
LA_E_1172437,0,gsm,bonafide
LA_E_1172821,1,ulaw,A18
LA_E_1173080,1,alaw,A10
LA_E_1173250,1,pstn,A19
LA_E_1173868,1,opus,A13
LA_E_1173947,1,none,A07
LA_E_1174259,1,alaw,A08
LA_E_1174490,1,gsm,A10
LA_E_1174496,1,none,A10
LA_E_1174752,1,opus,A17
LA_E_1174888,1,none,A13
LA_E_1175136,1,opus,A07
LA_E_1175585,1,opus,A11
LA_E_1175909,1,g722,A10
LA_E_1175931,1,none,A08
LA_E_1175962,1,alaw,A14
LA_E_1176470,1,ulaw,A11
LA_E_1176527,1,ulaw,A13
LA_E_1176706,1,pstn,A11
LA_E_1176849,1,ulaw,A16
LA_E_1176996,1,ulaw,A10
LA_E_1177266,1,none,A09
LA_E_1177410,1,ulaw,A12
LA_E_1178094,1,gsm,A14
LA_E_1178311,0,ulaw,bonafide
LA_E_1178331,1,ulaw,A19
LA_E_1178445,1,none,A19
LA_E_1178606,1,g722,A11
LA_E_1178954,1,alaw,A17
LA_E_1179042,1,none,A12
LA_E_1179755,1,none,A09
LA_E_1180049,1,pstn,A13
LA_E_1180089,1,alaw,A12
LA_E_1180410,1,ulaw,A14
LA_E_1180498,1,g722,A18
LA_E_1180535,1,pstn,A12
LA_E_1180537,1,opus,A19
LA_E_1180724,1,opus,A14
LA_E_1180968,1,g722,A15
LA_E_1181315,1,pstn,A14
LA_E_1181488,1,opus,A18
LA_E_1181895,1,g722,A12
LA_E_1182343,0,ulaw,bonafide
LA_E_1182437,1,none,A12
LA_E_1182963,1,gsm,A17
LA_E_1182997,1,pstn,A07
LA_E_1183036,1,gsm,A11
LA_E_1183199,1,g722,A16
LA_E_1183287,1,g722,A13
LA_E_1183469,1,ulaw,A19
LA_E_1183679,1,pstn,A14
LA_E_1183781,1,gsm,A13
LA_E_1183993,1,opus,A09
LA_E_1184194,1,g722,A11
LA_E_1184310,1,pstn,A15
LA_E_1184826,1,opus,A15
LA_E_1185322,1,ulaw,A08
LA_E_1185701,1,alaw,A16
LA_E_1185760,1,opus,A12
LA_E_1185913,1,alaw,A13
LA_E_1186166,1,g722,A17
LA_E_1186712,1,pstn,A10
LA_E_1187254,1,gsm,A16
LA_E_1187323,1,alaw,A08
LA_E_1188608,1,opus,A17
LA_E_1188711,1,alaw,A09
LA_E_1188779,1,g722,A12
LA_E_1188973,1,g722,A11
LA_E_1189134,1,g722,A09
LA_E_1189272,1,none,A11
LA_E_1189563,1,gsm,A11
LA_E_1190039,1,none,A17
LA_E_1190162,1,none,A07
LA_E_1190955,1,alaw,A09
LA_E_1191002,1,none,A17
LA_E_1191911,0,alaw,bonafide
LA_E_1192007,1,none,A08
LA_E_1192111,1,alaw,A11
LA_E_1192209,1,none,A14
LA_E_1192242,1,gsm,A15
LA_E_1192654,1,ulaw,A07
LA_E_1192944,1,g722,A13
LA_E_1193390,0,none,bonafide
LA_E_1193510,1,ulaw,A07
LA_E_1194241,0,alaw,bonafide
LA_E_1194453,1,none,A15
LA_E_1194952,1,g722,A07
LA_E_1195082,1,none,A17
LA_E_1195259,1,pstn,A08
LA_E_1195902,1,alaw,A16
LA_E_1196046,1,ulaw,A15
LA_E_1196149,1,ulaw,A12
LA_E_1196394,1,alaw,A08
LA_E_1196542,1,opus,A10
LA_E_1197293,1,g722,A13
LA_E_1197529,1,none,A11
LA_E_1197615,1,alaw,A15
LA_E_1198009,0,pstn,bonafide
LA_E_1198207,1,g722,A08
LA_E_1198466,1,opus,A19
LA_E_1199094,1,g722,A16
LA_E_1199264,1,gsm,A19
LA_E_1200073,1,none,A16
LA_E_1200316,1,pstn,A10
LA_E_1200384,1,ulaw,A13
LA_E_1200472,1,pstn,A19
LA_E_1201782,1,g722,A15
LA_E_1201881,1,gsm,A11
LA_E_1201925,1,ulaw,A09
LA_E_1202421,1,alaw,A13
LA_E_1203073,1,none,A19
LA_E_1203075,1,pstn,A17
LA_E_1203092,1,g722,A15
LA_E_1203273,1,opus,A19
LA_E_1203406,1,alaw,A09
LA_E_1203958,1,g722,A19
LA_E_1204061,1,ulaw,A13
LA_E_1204078,1,gsm,A07
LA_E_1204273,1,pstn,A15
LA_E_1204444,1,g722,A09
LA_E_1204584,1,ulaw,A12
LA_E_1206178,1,pstn,A18
LA_E_1206418,1,opus,A08
LA_E_1206742,1,g722,A18
LA_E_1206849,1,opus,A19
LA_E_1207153,1,none,A18
LA_E_1207167,1,opus,A14
LA_E_1207312,1,none,A16
LA_E_1207844,1,pstn,A14
LA_E_1208099,1,ulaw,A14
LA_E_1208414,1,gsm,A08
LA_E_1208481,1,g722,A09
LA_E_1208807,1,opus,A07
LA_E_1208858,0,pstn,bonafide
LA_E_1209119,1,alaw,A18
LA_E_1209279,1,opus,A11
LA_E_1209678,1,ulaw,A15
LA_E_1210153,1,pstn,A08
LA_E_1210386,1,g722,A14
LA_E_1210531,1,ulaw,A13
LA_E_1211104,1,ulaw,A17
LA_E_1211327,1,alaw,A16
LA_E_1211405,1,gsm,A18
LA_E_1211414,1,gsm,A17
LA_E_1211556,0,pstn,bonafide
LA_E_1211578,1,none,A09
LA_E_1211709,1,opus,A16
LA_E_1212043,1,gsm,A12
LA_E_1212405,1,alaw,A15
LA_E_1212477,1,alaw,A11
LA_E_1212517,1,g722,A14
LA_E_1212555,1,alaw,A19
LA_E_1212691,1,ulaw,A08
LA_E_1213211,1,none,A11
LA_E_1213295,1,none,A17
LA_E_1213554,1,g722,A11
LA_E_1213972,0,none,bonafide
LA_E_1213989,1,pstn,A11
LA_E_1215484,1,gsm,A12
LA_E_1216074,1,ulaw,A11
LA_E_1216516,0,alaw,bonafide
LA_E_1216583,1,opus,A18
LA_E_1216705,0,gsm,bonafide
LA_E_1217142,1,gsm,A19
LA_E_1217531,1,alaw,A13
LA_E_1217970,1,pstn,A10
LA_E_1218477,0,none,bonafide
LA_E_1218521,1,none,A10
LA_E_1218585,1,alaw,A12
LA_E_1218877,1,alaw,A07
LA_E_1219213,1,alaw,A17
LA_E_1220004,1,gsm,A18
LA_E_1220312,1,g722,A10
LA_E_1220325,1,gsm,A18
LA_E_1220430,1,gsm,A13
LA_E_1220719,1,none,A15
LA_E_1220790,1,gsm,A12
LA_E_1220951,1,alaw,A19
LA_E_1221261,0,g722,bonafide
LA_E_1221412,1,g722,A17
LA_E_1221431,1,pstn,A18
LA_E_1221796,1,none,A13
LA_E_1221883,1,g722,A19
LA_E_1222604,1,g722,A08
LA_E_1223191,1,none,A18
LA_E_1223421,1,none,A12
LA_E_1223425,1,none,A08
LA_E_1223751,1,g722,A13
LA_E_1224419,1,gsm,A09
LA_E_1224573,1,opus,A16
LA_E_1224941,1,g722,A07
LA_E_1225101,0,none,bonafide
LA_E_1225109,1,pstn,A15
LA_E_1225571,1,opus,A12
LA_E_1226163,1,alaw,A10
LA_E_1226193,1,g722,A14
LA_E_1226227,1,gsm,A11
LA_E_1226340,1,pstn,A10
LA_E_1226672,0,gsm,bonafide
LA_E_1227117,1,alaw,A15
LA_E_1227339,1,ulaw,A10
LA_E_1227534,1,none,A08
LA_E_1227659,1,g722,A14
LA_E_1227944,1,g722,A09
LA_E_1227968,0,opus,bonafide
LA_E_1228155,1,alaw,A08
LA_E_1228187,1,g722,A19
LA_E_1228455,1,none,A16
LA_E_1228912,1,opus,A10
LA_E_1228915,1,none,A13
LA_E_1228995,1,pstn,A16
LA_E_1230073,1,alaw,A07
LA_E_1230112,1,none,A16
LA_E_1230155,1,g722,A18
LA_E_1230634,1,opus,A16
LA_E_1230829,1,ulaw,A09
LA_E_1231061,1,alaw,A14
LA_E_1231238,1,none,A18
LA_E_1231591,0,g722,bonafide
LA_E_1231805,1,alaw,A09
LA_E_1231813,1,ulaw,A07
LA_E_1231901,1,pstn,A14
LA_E_1232484,1,gsm,A09
LA_E_1232515,1,pstn,A15
LA_E_1232644,1,gsm,A19
LA_E_1233153,1,alaw,A11
LA_E_1233235,1,pstn,A07
LA_E_1233583,1,none,A08
LA_E_1233691,1,none,A10
LA_E_1234102,1,gsm,A07
LA_E_1234550,1,pstn,A07
LA_E_1234810,1,gsm,A09
LA_E_1235177,0,g722,bonafide
LA_E_1236491,1,pstn,A17
LA_E_1237059,1,opus,A10
LA_E_1237068,1,pstn,A12
LA_E_1237131,1,pstn,A16
LA_E_1237733,1,pstn,A18
LA_E_1238079,1,g722,A08
LA_E_1239598,1,alaw,A08
LA_E_1239670,1,opus,A08
LA_E_1240230,1,ulaw,A17
LA_E_1240463,1,pstn,A13
LA_E_1240722,1,opus,A13
LA_E_1241437,1,ulaw,A18
LA_E_1242045,1,gsm,A15
LA_E_1242355,1,pstn,A07
LA_E_1242516,1,opus,A14
LA_E_1243299,1,gsm,A13
LA_E_1243350,1,opus,A10
LA_E_1243628,0,g722,bonafide
LA_E_1243886,1,ulaw,A17
LA_E_1244728,1,ulaw,A18
LA_E_1244829,1,none,A12
LA_E_1245484,1,g722,A17
LA_E_1245692,1,ulaw,A08
LA_E_1245705,1,ulaw,A17
LA_E_1245952,1,gsm,A10
LA_E_1246148,1,opus,A08
LA_E_1246183,1,opus,A08
LA_E_1246319,1,ulaw,A18
LA_E_1246513,1,gsm,A11
LA_E_1246778,1,g722,A19
LA_E_1247182,1,opus,A19
LA_E_1247301,1,none,A19
LA_E_1247868,1,opus,A17
LA_E_1247951,1,g722,A09
LA_E_1248053,1,pstn,A10
LA_E_1248146,1,g722,A15
LA_E_1248662,1,gsm,A11
LA_E_1249092,1,opus,A17
LA_E_1249289,1,gsm,A16
LA_E_1249720,1,alaw,A17
LA_E_1249808,1,opus,A18
LA_E_1251420,1,g722,A07
LA_E_1252384,1,alaw,A15
LA_E_1252641,1,g722,A18
LA_E_1253468,1,g722,A15
LA_E_1253558,1,ulaw,A19
LA_E_1254140,1,g722,A10
LA_E_1254277,1,gsm,A16
LA_E_1254394,1,opus,A11
LA_E_1254829,1,opus,A14
LA_E_1255022,1,gsm,A16
LA_E_1255036,1,none,A18
