arquivo,particao_interna
LA_E_1047827,treino_interno
LA_E_1047901,treino_interno
LA_E_1048016,treino_interno
LA_E_1048638,treino_interno
LA_E_1048746,treino_interno
LA_E_1048762,treino_interno
LA_E_1048965,treino_interno
LA_E_1049031,treino_interno
LA_E_1049989,treino_interno
LA_E_1050106,treino_interno
LA_E_1050200,treino_interno
LA_E_1051926,treino_interno
LA_E_1052008,treino_interno
LA_E_1052644,treino_interno
LA_E_1052835,treino_interno
LA_E_1052933,treino_interno
LA_E_1054106,treino_interno
LA_E_1054112,treino_interno
LA_E_1054198,treino_interno
LA_E_1054484,treino_interno
LA_E_1054794,treino_interno
LA_E_1054935,treino_interno
LA_E_1054958,treino_interno
LA_E_1056164,treino_interno
LA_E_1056193,treino_interno
LA_E_1056268,treino_interno
LA_E_1056291,treino_interno
LA_E_1056609,treino_interno
LA_E_1056668,treino_interno
LA_E_1056790,treino_interno
LA_E_1057066,treino_interno
LA_E_1057854,treino_interno
LA_E_1058171,treino_interno
LA_E_1058339,treino_interno
LA_E_1058512,treino_interno
LA_E_1058646,early_stopping
LA_E_1058728,treino_interno
LA_E_1058835,treino_interno
LA_E_1058898,treino_interno
LA_E_1058936,treino_interno
LA_E_1059183,treino_interno
LA_E_1059203,treino_interno
LA_E_1059322,treino_interno
LA_E_1060622,treino_interno
LA_E_1060904,treino_interno
LA_E_1060911,treino_interno
LA_E_1061092,treino_interno
LA_E_1061243,treino_interno
LA_E_1061658,treino_interno
LA_E_1062374,early_stopping
LA_E_1062605,treino_interno
LA_E_1063599,treino_interno
LA_E_1063694,treino_interno
LA_E_1063885,treino_interno
LA_E_1064050,treino_interno
LA_E_1064236,treino_interno
LA_E_1064381,treino_interno
LA_E_1064714,treino_interno
LA_E_1064854,treino_interno
LA_E_1064946,treino_interno
LA_E_1065161,treino_interno
LA_E_1065554,treino_interno
LA_E_1065665,treino_interno
LA_E_1065686,treino_interno
LA_E_1066250,treino_interno
LA_E_1066511,treino_interno
LA_E_1066513,treino_interno
LA_E_1066827,treino_interno
LA_E_1066924,early_stopping
LA_E_1066968,treino_interno
LA_E_1067475,treino_interno
LA_E_1067578,treino_interno
LA_E_1067929,treino_interno
LA_E_1068122,treino_interno
LA_E_1068308,treino_interno
LA_E_1069528,treino_interno
LA_E_1069942,treino_interno
LA_E_1070317,treino_interno
LA_E_1070576,treino_interno
LA_E_1071071,early_stopping
LA_E_1071143,treino_interno
LA_E_1071230,treino_interno
LA_E_1071778,treino_interno
LA_E_1071887,treino_interno
LA_E_1072378,treino_interno
LA_E_1072836,treino_interno
LA_E_1073263,treino_interno
LA_E_1073373,treino_interno
LA_E_1073859,treino_interno
LA_E_1074164,treino_interno
LA_E_1074396,treino_interno
LA_E_1075324,treino_interno
LA_E_1075445,treino_interno
LA_E_1075618,treino_interno
LA_E_1076130,treino_interno
LA_E_1076229,treino_interno
LA_E_1076578,treino_interno
LA_E_1076580,treino_interno
LA_E_1077583,treino_interno
LA_E_1077691,treino_interno
LA_E_1077837,treino_interno
LA_E_1078231,treino_interno
LA_E_1078418,early_stopping
LA_E_1079023,treino_interno
LA_E_1079577,treino_interno
LA_E_1080057,treino_interno
LA_E_1080158,treino_interno
LA_E_1080197,treino_interno
LA_E_1080279,treino_interno
LA_E_1080541,treino_interno
LA_E_1080547,treino_interno
LA_E_1080674,treino_interno
LA_E_1080736,treino_interno
LA_E_1081150,treino_interno
LA_E_1081666,treino_interno
LA_E_1081853,treino_interno
LA_E_1082450,treino_interno
LA_E_1082534,treino_interno
LA_E_1082595,treino_interno
LA_E_1082627,treino_interno
LA_E_1082752,treino_interno
LA_E_1083073,treino_interno
LA_E_1083378,treino_interno
LA_E_1083588,treino_interno
LA_E_1083863,treino_interno
LA_E_1084148,early_stopping
LA_E_1084917,treino_interno
LA_E_1085583,treino_interno
LA_E_1085620,treino_interno
LA_E_1085641,treino_interno
LA_E_1085679,treino_interno
LA_E_1085772,treino_interno
LA_E_1085807,treino_interno
LA_E_1086050,treino_interno
LA_E_1087293,treino_interno
LA_E_1087435,treino_interno
LA_E_1087909,treino_interno
LA_E_1087936,treino_interno
LA_E_1088147,treino_interno
LA_E_1088922,treino_interno
LA_E_1089116,treino_interno
LA_E_1089138,treino_interno
LA_E_1089699,treino_interno
LA_E_1089831,treino_interno
LA_E_1090073,treino_interno
LA_E_1090086,treino_interno
LA_E_1090196,treino_interno
LA_E_1090591,early_stopping
LA_E_1090709,treino_interno
LA_E_1090802,treino_interno
LA_E_1091260,treino_interno
LA_E_1091855,treino_interno
LA_E_1091903,treino_interno
LA_E_1092001,treino_interno
LA_E_1092655,treino_interno
LA_E_1093338,treino_interno
LA_E_1093757,treino_interno
LA_E_1094700,treino_interno
LA_E_1094981,treino_interno
LA_E_1095581,treino_interno
LA_E_1096089,early_stopping
LA_E_1096526,early_stopping
LA_E_1096558,treino_interno
LA_E_1096806,treino_interno
LA_E_1097023,treino_interno
LA_E_1098033,treino_interno
LA_E_1098099,treino_interno
LA_E_1098161,treino_interno
LA_E_1098580,treino_interno
LA_E_1098671,treino_interno
LA_E_1098679,treino_interno
LA_E_1098828,treino_interno
LA_E_1098943,treino_interno
LA_E_1099888,treino_interno
LA_E_1100041,treino_interno
LA_E_1100352,early_stopping
LA_E_1100487,early_stopping
LA_E_1101369,treino_interno
LA_E_1101639,treino_interno
LA_E_1102140,treino_interno
LA_E_1102239,treino_interno
LA_E_1102915,treino_interno
LA_E_1103044,treino_interno
LA_E_1103333,treino_interno
LA_E_1103751,treino_interno
LA_E_1104788,treino_interno
LA_E_1105342,treino_interno
LA_E_1105519,treino_interno
LA_E_1105843,treino_interno
LA_E_1105952,treino_interno
LA_E_1106224,treino_interno
LA_E_1106629,treino_interno
LA_E_1107638,treino_interno
LA_E_1107788,treino_interno
LA_E_1108811,treino_interno
LA_E_1109456,treino_interno
LA_E_1110332,treino_interno
LA_E_1110442,treino_interno
LA_E_1110826,treino_interno
LA_E_1111340,early_stopping
LA_E_1111640,treino_interno
LA_E_1112200,treino_interno
LA_E_1112955,treino_interno
LA_E_1112976,treino_interno
LA_E_1113301,treino_interno
LA_E_1113878,treino_interno
LA_E_1113889,treino_interno
LA_E_1114467,early_stopping
LA_E_1114496,treino_interno
LA_E_1114805,early_stopping
LA_E_1115281,treino_interno
LA_E_1116068,treino_interno
LA_E_1116387,treino_interno
LA_E_1117155,treino_interno
LA_E_1117722,treino_interno
LA_E_1118777,treino_interno
LA_E_1119516,treino_interno
LA_E_1120089,treino_interno
LA_E_1120400,treino_interno
LA_E_1120646,treino_interno
LA_E_1120735,treino_interno
LA_E_1120860,treino_interno
LA_E_1121305,treino_interno
LA_E_1122308,treino_interno
LA_E_1123419,early_stopping
LA_E_1124570,treino_interno
LA_E_1124904,treino_interno
LA_E_1125780,treino_interno
LA_E_1126267,treino_interno
LA_E_1127015,treino_interno
LA_E_1127346,treino_interno
LA_E_1128871,treino_interno
LA_E_1129061,treino_interno
LA_E_1129758,treino_interno
LA_E_1130454,treino_interno
LA_E_1130756,treino_interno
LA_E_1131247,treino_interno
LA_E_1132206,treino_interno
LA_E_1132456,treino_interno
LA_E_1133070,early_stopping
LA_E_1135357,treino_interno
LA_E_1136791,treino_interno
LA_E_1136879,early_stopping
LA_E_1138231,treino_interno
LA_E_1138348,treino_interno
LA_E_1138577,treino_interno
LA_E_1139009,treino_interno
LA_E_1139260,early_stopping
LA_E_1140022,treino_interno
LA_E_1140516,treino_interno
LA_E_1140737,treino_interno
LA_E_1141230,early_stopping
LA_E_1142085,treino_interno
LA_E_1144528,treino_interno
LA_E_1144869,treino_interno
LA_E_1146263,treino_interno
LA_E_1146814,early_stopping
LA_E_1146964,treino_interno
LA_E_1147409,treino_interno
LA_E_1147667,treino_interno
LA_E_1148285,early_stopping
LA_E_1149488,early_stopping
LA_E_1152523,treino_interno
LA_E_1152977,treino_interno
LA_E_1153048,treino_interno
LA_E_1154768,early_stopping
LA_E_1158108,treino_interno
LA_E_1158164,treino_interno
LA_E_1158207,treino_interno
LA_E_1159189,treino_interno
LA_E_1159240,treino_interno
LA_E_1159904,treino_interno
LA_E_1160893,treino_interno
LA_E_1160939,treino_interno
LA_E_1161145,treino_interno
LA_E_1161415,treino_interno
LA_E_1161836,early_stopping
LA_E_1163127,treino_interno
LA_E_1164329,treino_interno
LA_E_1164658,early_stopping
LA_E_1165054,treino_interno
LA_E_1165449,treino_interno
LA_E_1165969,treino_interno
LA_E_1166262,early_stopping
LA_E_1167011,treino_interno
LA_E_1167172,treino_interno
LA_E_1168285,treino_interno
LA_E_1168319,treino_interno
LA_E_1168641,treino_interno
LA_E_1169362,treino_interno
LA_E_1169388,treino_interno
LA_E_1169618,early_stopping
LA_E_1169997,treino_interno
LA_E_1170514,early_stopping
LA_E_1171115,treino_interno
LA_E_1171483,treino_interno
LA_E_1171789,treino_interno
LA_E_1171934,treino_interno
LA_E_1172035,early_stopping
LA_E_1172437,treino_interno
LA_E_1172714,treino_interno
LA_E_1173103,treino_interno
LA_E_1173260,treino_interno
LA_E_1174381,treino_interno
LA_E_1175184,treino_interno
LA_E_1176316,treino_interno
LA_E_1176358,treino_interno
LA_E_1176849,treino_interno
LA_E_1177037,treino_interno
LA_E_1177169,treino_interno
LA_E_1177215,early_stopping
LA_E_1177969,early_stopping
LA_E_1179567,treino_interno
LA_E_1179789,treino_interno
LA_E_1180771,treino_interno
LA_E_1181285,treino_interno
LA_E_1181476,treino_interno
LA_E_1181987,treino_interno
LA_E_1183663,early_stopping
LA_E_1183955,early_stopping
LA_E_1184165,treino_interno
LA_E_1184504,early_stopping
LA_E_1184559,treino_interno
LA_E_1184714,treino_interno
LA_E_1185346,treino_interno
LA_E_1185653,treino_interno
LA_E_1185831,treino_interno
LA_E_1186218,treino_interno
LA_E_1188809,treino_interno
LA_E_1188812,treino_interno
LA_E_1189222,treino_interno
LA_E_1189295,treino_interno
LA_E_1189305,treino_interno
LA_E_1189312,treino_interno
LA_E_1189742,treino_interno
LA_E_1189877,treino_interno
LA_E_1190629,treino_interno
LA_E_1190641,early_stopping
LA_E_1191735,treino_interno
LA_E_1191832,treino_interno
LA_E_1192160,early_stopping
LA_E_1192545,treino_interno
LA_E_1193390,treino_interno
LA_E_1193576,treino_interno
LA_E_1193605,treino_interno
LA_E_1193709,treino_interno
LA_E_1193758,treino_interno
LA_E_1193785,early_stopping
LA_E_1194544,treino_interno
LA_E_1195896,treino_interno
LA_E_1196622,treino_interno
LA_E_1196893,treino_interno
LA_E_1196952,treino_interno
LA_E_1197177,treino_interno
LA_E_1198407,treino_interno
LA_E_1198908,early_stopping
LA_E_1199438,treino_interno
LA_E_1199985,treino_interno
LA_E_1200357,treino_interno
LA_E_1200528,early_stopping
LA_E_1200932,treino_interno
LA_E_1201838,treino_interno
LA_E_1202111,treino_interno
LA_E_1202242,treino_interno
LA_E_1202634,treino_interno
LA_E_1202666,treino_interno
LA_E_1202744,treino_interno
LA_E_1202776,treino_interno
LA_E_1203689,treino_interno
LA_E_1203791,treino_interno
LA_E_1203860,treino_interno
LA_E_1204263,treino_interno
LA_E_1204314,treino_interno
LA_E_1205438,early_stopping
LA_E_1206419,treino_interno
LA_E_1207138,treino_interno
LA_E_1207199,treino_interno
LA_E_1208174,treino_interno
LA_E_1208414,treino_interno
LA_E_1208542,treino_interno
LA_E_1208683,treino_interno
LA_E_1208766,treino_interno
LA_E_1209571,treino_interno
LA_E_1210144,treino_interno
LA_E_1210186,treino_interno
LA_E_1210283,treino_interno
LA_E_1210598,treino_interno
LA_E_1210860,treino_interno
LA_E_1210876,treino_interno
LA_E_1212730,early_stopping
LA_E_1214797,early_stopping
LA_E_1214888,treino_interno
LA_E_1215246,treino_interno
LA_E_1215628,treino_interno
LA_E_1215707,treino_interno
LA_E_1215711,treino_interno
LA_E_1216102,treino_interno
LA_E_1217175,early_stopping
LA_E_1217472,treino_interno
LA_E_1217531,treino_interno
LA_E_1217711,treino_interno
LA_E_1217905,treino_interno
LA_E_1218395,treino_interno
LA_E_1218769,treino_interno
LA_E_1218939,treino_interno
LA_E_1220198,treino_interno
LA_E_1220906,treino_interno
LA_E_1220964,treino_interno
LA_E_1221261,treino_interno
LA_E_1221338,treino_interno
LA_E_1221507,treino_interno
LA_E_1221640,treino_interno
LA_E_1221696,treino_interno
LA_E_1222150,treino_interno
LA_E_1222185,treino_interno
LA_E_1222236,early_stopping
LA_E_1222531,treino_interno
LA_E_1222683,early_stopping
LA_E_1223480,treino_interno
LA_E_1223567,treino_interno
LA_E_1224277,treino_interno
LA_E_1224496,treino_interno
LA_E_1224722,treino_interno
LA_E_1225101,treino_interno
LA_E_1225657,treino_interno
LA_E_1225751,treino_interno
LA_E_1226309,treino_interno
LA_E_1226796,treino_interno
LA_E_1227117,treino_interno
LA_E_1227257,treino_interno
LA_E_1227312,treino_interno
LA_E_1227473,treino_interno
LA_E_1227648,early_stopping
LA_E_1228292,treino_interno
LA_E_1228915,treino_interno
LA_E_1229691,early_stopping
LA_E_1229869,treino_interno
LA_E_1230224,early_stopping
LA_E_1230758,treino_interno
LA_E_1230777,treino_interno
LA_E_1230839,treino_interno
LA_E_1231196,treino_interno
LA_E_1231715,treino_interno
LA_E_1231794,treino_interno
LA_E_1231901,treino_interno
LA_E_1232047,treino_interno
LA_E_1232287,treino_interno
LA_E_1232511,treino_interno
LA_E_1232515,treino_interno
LA_E_1233061,treino_interno
LA_E_1233153,treino_interno
LA_E_1233493,treino_interno
LA_E_1233549,treino_interno
LA_E_1233583,treino_interno
LA_E_1234371,treino_interno
LA_E_1234966,treino_interno
LA_E_1235508,treino_interno
LA_E_1235908,treino_interno
LA_E_1235953,treino_interno
LA_E_1235955,treino_interno
LA_E_1236404,treino_interno
LA_E_1236535,treino_interno
LA_E_1236684,treino_interno
LA_E_1237068,treino_interno
LA_E_1237259,treino_interno
LA_E_1237302,treino_interno
LA_E_1237700,treino_interno
LA_E_1237743,treino_interno
LA_E_1238269,treino_interno
LA_E_1238531,treino_interno
LA_E_1238963,treino_interno
LA_E_1239234,early_stopping
LA_E_1239367,treino_interno
LA_E_1239523,treino_interno
LA_E_1239598,treino_interno
LA_E_1239982,treino_interno
LA_E_1240089,treino_interno
LA_E_1240265,early_stopping
LA_E_1241006,treino_interno
LA_E_1241385,early_stopping
LA_E_1241587,treino_interno
LA_E_1242271,treino_interno
LA_E_1242985,treino_interno
LA_E_1243259,treino_interno
LA_E_1243301,treino_interno
LA_E_1243628,treino_interno
LA_E_1244244,treino_interno
LA_E_1244829,treino_interno
LA_E_1245635,treino_interno
LA_E_1246167,treino_interno
LA_E_1246513,treino_interno
LA_E_1246600,treino_interno
LA_E_1246690,early_stopping
LA_E_1246757,treino_interno
LA_E_1246942,treino_interno
LA_E_1247013,treino_interno
LA_E_1247301,treino_interno
LA_E_1247499,treino_interno
LA_E_1247500,treino_interno
LA_E_1248105,early_stopping
LA_E_1248414,treino_interno
LA_E_1249036,treino_interno
LA_E_1249087,treino_interno
LA_E_1249559,treino_interno
LA_E_1249680,early_stopping
LA_E_1249682,treino_interno
LA_E_1249922,treino_interno
LA_E_1250101,treino_interno
LA_E_1251018,treino_interno
LA_E_1251102,treino_interno
LA_E_1251201,treino_interno
LA_E_1251214,early_stopping
LA_E_1251646,treino_interno
LA_E_1251672,treino_interno
LA_E_1252094,early_stopping
LA_E_1252251,treino_interno
LA_E_1252412,early_stopping
LA_E_1252960,treino_interno
LA_E_1253135,treino_interno
LA_E_1253653,early_stopping
LA_E_1253789,treino_interno
LA_E_1254063,early_stopping
LA_E_1254205,treino_interno
LA_E_1254636,treino_interno
LA_E_1254781,treino_interno
LA_E_1255119,treino_interno
LA_E_1255135,treino_interno
LA_E_1255418,treino_interno
LA_E_1255793,treino_interno
LA_E_1256120,early_stopping
LA_E_1257049,treino_interno
LA_E_1257323,treino_interno
LA_E_1258763,treino_interno
LA_E_1258895,early_stopping
LA_E_1259003,treino_interno
LA_E_1259127,treino_interno
LA_E_1259210,treino_interno
LA_E_1259854,treino_interno
LA_E_1260005,treino_interno
LA_E_1260207,treino_interno
LA_E_1260415,treino_interno
LA_E_1260706,early_stopping
LA_E_1261286,early_stopping
LA_E_1261652,treino_interno
LA_E_1261684,early_stopping
LA_E_1261731,treino_interno
LA_E_1261862,early_stopping
LA_E_1262162,treino_interno
LA_E_1262307,treino_interno
LA_E_1262379,treino_interno
LA_E_1262907,treino_interno
LA_E_1262952,treino_interno
LA_E_1262984,treino_interno
LA_E_1264737,treino_interno
LA_E_1264781,treino_interno
LA_E_1265062,treino_interno
LA_E_1265446,treino_interno
LA_E_1265990,treino_interno
LA_E_1266033,treino_interno
LA_E_1266038,early_stopping
LA_E_1266090,early_stopping
LA_E_1266144,treino_interno
LA_E_1266150,early_stopping
LA_E_1266260,early_stopping
LA_E_1266424,early_stopping
LA_E_1266835,treino_interno
LA_E_1266864,treino_interno
LA_E_1267059,treino_interno
LA_E_1267339,treino_interno
LA_E_1267374,treino_interno
LA_E_1267555,treino_interno
LA_E_1267711,treino_interno
LA_E_1267782,treino_interno
LA_E_1268089,treino_interno
LA_E_1268168,early_stopping
LA_E_1268567,treino_interno
LA_E_1268715,treino_interno
LA_E_1268796,treino_interno
LA_E_1268948,early_stopping
LA_E_1269116,treino_interno
LA_E_1269172,early_stopping
LA_E_1269335,treino_interno
LA_E_1269446,treino_interno
LA_E_1269814,treino_interno
LA_E_1269904,treino_interno
LA_E_1270525,treino_interno
LA_E_1271403,treino_interno
LA_E_1271684,treino_interno
LA_E_1271719,treino_interno
LA_E_1272242,treino_interno
LA_E_1272630,treino_interno
LA_E_1272647,treino_interno
LA_E_1272711,treino_interno
LA_E_1272752,treino_interno
LA_E_1273033,treino_interno
LA_E_1273069,treino_interno
LA_E_1273646,treino_interno
LA_E_1273668,treino_interno
LA_E_1274465,treino_interno
LA_E_1274481,treino_interno
LA_E_1274719,treino_interno
LA_E_1275134,treino_interno
LA_E_1275322,treino_interno
LA_E_1275727,treino_interno
LA_E_1276116,treino_interno
LA_E_1277003,treino_interno
LA_E_1277601,treino_interno
LA_E_1277748,treino_interno
LA_E_1277957,treino_interno
LA_E_1278066,treino_interno
LA_E_1279344,treino_interno
LA_E_1279401,treino_interno
LA_E_1279605,treino_interno
LA_E_1279770,treino_interno
LA_E_1279926,treino_interno
LA_E_1281175,treino_interno
LA_E_1281535,early_stopping
LA_E_1281746,early_stopping
LA_E_1281808,treino_interno
LA_E_1281899,treino_interno
LA_E_1282134,treino_interno
LA_E_1282146,treino_interno
LA_E_1282174,early_stopping
LA_E_1282575,treino_interno
LA_E_1282753,treino_interno
LA_E_1282836,treino_interno
LA_E_1282994,treino_interno
LA_E_1283138,treino_interno
LA_E_1283242,treino_interno
LA_E_1283411,treino_interno
LA_E_1283777,treino_interno
LA_E_1284654,treino_interno
LA_E_1285020,treino_interno
LA_E_1285884,treino_interno
LA_E_1286498,treino_interno
LA_E_1286523,early_stopping
LA_E_1286671,treino_interno
LA_E_1287037,treino_interno
LA_E_1287100,treino_interno
LA_E_1288271,treino_interno
LA_E_1288670,treino_interno
LA_E_1288854,treino_interno
LA_E_1289058,early_stopping
LA_E_1289354,treino_interno
LA_E_1289490,treino_interno
LA_E_1289528,treino_interno
LA_E_1289603,treino_interno
LA_E_1289999,early_stopping
LA_E_1290030,treino_interno
LA_E_1290177,treino_interno
LA_E_1291186,early_stopping
LA_E_1291494,treino_interno
LA_E_1291995,treino_interno
LA_E_1292111,treino_interno
LA_E_1292119,treino_interno
LA_E_1292435,treino_interno
LA_E_1292504,treino_interno
LA_E_1292762,treino_interno
LA_E_1292888,treino_interno
LA_E_1292955,treino_interno
LA_E_1293520,early_stopping
LA_E_1294049,treino_interno
LA_E_1294091,treino_interno
LA_E_1294991,early_stopping
LA_E_1295238,treino_interno
LA_E_1295431,early_stopping
LA_E_1295581,early_stopping
LA_E_1295979,early_stopping
LA_E_1296177,early_stopping
LA_E_1296205,treino_interno
LA_E_1296600,early_stopping
LA_E_1296768,treino_interno
LA_E_1297390,treino_interno
LA_E_1297671,treino_interno
LA_E_1297970,treino_interno
LA_E_1298235,treino_interno
LA_E_1298302,early_stopping
LA_E_1298474,early_stopping
LA_E_1298564,treino_interno
LA_E_1299060,treino_interno
LA_E_1299253,treino_interno
LA_E_1299519,early_stopping
LA_E_1299607,treino_interno
LA_E_1299831,treino_interno
LA_E_1299885,treino_interno
LA_E_1300197,treino_interno
LA_E_1300314,treino_interno
LA_E_1300465,treino_interno
LA_E_1300540,treino_interno
LA_E_1300786,treino_interno
LA_E_1300905,treino_interno
LA_E_1301004,treino_interno
LA_E_1301092,treino_interno
LA_E_1301711,early_stopping
LA_E_1301758,treino_interno
LA_E_1301860,early_stopping
LA_E_1302666,treino_interno
LA_E_1302941,treino_interno
LA_E_1303313,treino_interno
LA_E_1303553,treino_interno
LA_E_1303603,treino_interno
LA_E_1303682,treino_interno
LA_E_1304156,treino_interno
LA_E_1304502,early_stopping
LA_E_1304971,treino_interno
LA_E_1305155,treino_interno
LA_E_1305840,treino_interno
LA_E_1305971,treino_interno
LA_E_1306227,treino_interno
LA_E_1306371,treino_interno
LA_E_1306623,treino_interno
LA_E_1306676,treino_interno
LA_E_1306942,treino_interno
LA_E_1306994,treino_interno
LA_E_1307244,treino_interno
LA_E_1307371,treino_interno
LA_E_1307417,treino_interno
LA_E_1307444,early_stopping
LA_E_1307451,early_stopping
LA_E_1307703,treino_interno
LA_E_1307959,treino_interno
LA_E_1308181,treino_interno
LA_E_1308288,treino_interno
LA_E_1308451,early_stopping
LA_E_1308524,treino_interno
LA_E_1308790,early_stopping
LA_E_1308825,treino_interno
LA_E_1309389,treino_interno
LA_E_1310059,treino_interno
LA_E_1310118,treino_interno
LA_E_1310131,treino_interno
LA_E_1310184,treino_interno
LA_E_1310268,treino_interno
LA_E_1310361,treino_interno
LA_E_1310400,treino_interno
LA_E_1311420,treino_interno
LA_E_1311481,treino_interno
LA_E_1312559,treino_interno
LA_E_1312888,treino_interno
LA_E_1313224,treino_interno
LA_E_1313596,treino_interno
LA_E_1313861,treino_interno
LA_E_1314498,early_stopping
LA_E_1314568,treino_interno
LA_E_1314586,treino_interno
LA_E_1314602,treino_interno
LA_E_1314686,early_stopping
LA_E_1315215,treino_interno
LA_E_1315300,treino_interno
LA_E_1315752,treino_interno
LA_E_1315783,treino_interno
LA_E_1316263,treino_interno
LA_E_1316593,treino_interno
LA_E_1316981,treino_interno
LA_E_1317377,treino_interno
LA_E_1317788,treino_interno
LA_E_1317797,treino_interno
LA_E_1318030,early_stopping
LA_E_1318166,early_stopping
LA_E_1318262,early_stopping
LA_E_1318335,treino_interno
LA_E_1318781,treino_interno
LA_E_1319160,treino_interno
LA_E_1319460,treino_interno
LA_E_1319703,treino_interno
LA_E_1319898,treino_interno
LA_E_1320020,treino_interno
LA_E_1320229,treino_interno
LA_E_1320272,treino_interno
LA_E_1320416,early_stopping
LA_E_1320597,early_stopping
LA_E_1320699,early_stopping
